id_registro,fuente_verificadora,url_origen,texto_crudo,categoria_original,label
815,boliviaverifica.bo,https://boliviaverifica.bo/es-verdad-que-en-las-listas-de-candidatos-para-las-elecciones-2025-hay-actuales-legisladores/,Es verdad que en las listas de candidatos para las elecciones 2025 hay actuales legisladores,Verdadero,Baja
816,boliviaverifica.bo,https://boliviaverifica.bo/inhabilitada-luciana-campero-ya-no-podra-ser-candidata-al-senado-por-la-alianza-libre/,Inhabilitada: Luciana Campero ya no podrá ser candidata al Senado por la alianza Libre,Verdadero,Baja
817,boliviaverifica.bo,https://boliviaverifica.bo/peritos-internacionales-no-hallan-rastros-de-ia-en-el-audio-de-evo-morales-es-real/,Peritos internacionales no hallan rastros de IA en el audio de Evo Morales; es real,Verdadero,Baja
818,boliviaverifica.bo,https://boliviaverifica.bo/en-2023-manfred-reyes-villa-dijo-que-se-retiraria-de-la-politica-y-que-no-seria-candidato/,"En 2023, Manfred Reyes Villa dijo que se retiraría de la política y que no sería candidato",Verdadero,Baja
819,boliviaverifica.bo,https://boliviaverifica.bo/jorge-richter-si-dijo-que-la-vicepresidencia-no-era-una-institucion-util-para-el-pais/,Jorge Richter sí dijo que la vicepresidencia no era una institución útil para el país,Verdadero,Baja
820,boliviaverifica.bo,https://boliviaverifica.bo/ruth-nina-si-pidio-la-renuncia-de-evo-morales-y-lo-tildo-de-dictador-en-2019/,Ruth Nina sí pidió la renuncia de Evo Morales y lo tildó de dictador en 2019,Verdadero,Baja
821,boliviaverifica.bo,https://boliviaverifica.bo/si-un-anuncio-publicitario-promociona-al-senador-andronico-rodriguez-como-candidato-presidencial/,"Sí, un anuncio publicitario promociona al senador Andrónico Rodríguez como candidato presidencial",Verdadero,Baja
822,boliviaverifica.bo,https://boliviaverifica.bo/si-el-voto-nulo-tuvo-mayor-porcentaje-que-cualquier-candidato-en-las-elecciones-judiciales-de-2011-y-2017/,"Sí, el voto nulo tuvo mayor porcentaje que cualquier candidato en las elecciones judiciales de 2011 y 2017",Verdadero,Baja
823,boliviaverifica.bo,https://boliviaverifica.bo/al-menos-15-postulantes-aplazados-fueron-habilitados-como-candidatos-al-tcp/,Al menos 15 postulantes aplazados fueron habilitados como candidatos al TCP,Verdadero,Baja
824,boliviaverifica.bo,https://boliviaverifica.bo/venezuela-maduro-aparece-13-veces-en-la-papeleta-electoral-y-edmundo-gonzalez-en-3/,Venezuela: Maduro aparece 13 veces en la papeleta electoral y Edmundo González en 3,Verdadero,Baja
825,boliviaverifica.bo,https://boliviaverifica.bo/si-un-excandidato-a-la-defensoria-del-pueblo-fue-detenido-y-enviado-preventivamente-a-palmasola/,"Sí, un excandidato a la Defensoría del Pueblo fue detenido y enviado preventivamente a Palmasola",Verdadero,Baja
826,boliviaverifica.bo,https://boliviaverifica.bo/actores-y-cantantes-expresan-apoyo-a-lula-y-futbolistas-apuestan-por-bolsonaro-en-elecciones/,Actores y cantantes expresan apoyo a Lula y futbolistas apuestan por Bolsonaro en elecciones,Verdadero,Baja
827,boliviaverifica.bo,https://boliviaverifica.bo/los-militares-ya-no-recibiran-la-lactancia-en-efectivo-sino-que-sera-en-especie-como-los-demas-ciudadanos/,"Los militares ya no recibirán la lactancia en efectivo, sino que será en especie como los demás ciudadanos",Verdadero,Baja
828,boliviaverifica.bo,https://boliviaverifica.bo/la-doble-carga-de-tigo-ya-no-se-podra-utilizar-para-comprar-paquetes-de-internet/,Tigo se retracta: La doble carga de Tigo se podrá utilizar para comprar paquetes de internet,Verdadero,Baja
829,boliviaverifica.bo,https://boliviaverifica.bo/aunque-no-hay-aval-oficial-partidarios-del-mas-en-santa-cruz-elegiran-a-una-miss/,"Aunque no hay aval oficial, partidarios del MAS en Santa Cruz elegirán a una miss",Verdadero,Baja
830,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-realizada-por-jfaa-consultores-para-la-gobernacion-de-chuquisaca-es-autorizada/,Encuesta realizada por JFAA Consultores para la Gobernación de Chuquisaca es autorizada,Verdadero,Baja
831,boliviaverifica.bo,https://boliviaverifica.bo/presidente-arce-si-dijo-que-las-vacunas-son-para-el-pueblo-y-no-para-las-oligarquias-tarijenas/,Presidente Arce sí dijo que las vacunas son para el pueblo y no para las oligarquías tarijeñas,Verdadero,Baja
832,boliviaverifica.bo,https://boliviaverifica.bo/candidato-montes-de-tarija-afirmo-que-a-su-oponente-lo-apoya-gente-del-chapare-y-el-alto/,Candidato Montes de Tarija afirmó que a su oponente lo apoya gente del Chapare y El Alto,Verdadero,Baja
833,boliviaverifica.bo,https://boliviaverifica.bo/periodista-desaparecido-en-2014-en-tarija-fue-habilitado-para-votar-en-las-elecciones/,Periodista desaparecido en 2014 en Tarija fue habilitado para votar en las elecciones,Verdadero,Baja
834,boliviaverifica.bo,https://boliviaverifica.bo/simpatizantes-de-ucs-cortaron-una-calle-en-santa-cruz-por-vigilia-y-festejos/,Simpatizantes de UCS cortaron una calle en Santa Cruz por vigilia y festejos,Verdadero,Baja
835,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-el-mas-gano-con-el-100-de-los-votos-en-un-municipio-de-potosi/,Verdadero: El MAS ganó con el 100% de los votos en un municipio de Potosí,Verdadero,Baja
836,boliviaverifica.bo,https://boliviaverifica.bo/en-la-fanpage-de-adriana-salvatierra-se-escribio-multimillonario-cierre-de-campana-del-mas-y-luego-se-corrigio/,En la fanpage de Adriana Salvatierra se escribió “multimillonario” cierre de campaña del MAS y luego se corrigió,Verdadero,Baja
837,boliviaverifica.bo,https://boliviaverifica.bo/la-fotografia-de-eva-copa-con-miembros-del-pdc-es-real/,La fotografía de Eva Copa con miembros del PDC es real,Verdadero,Baja
838,boliviaverifica.bo,https://boliviaverifica.bo/si-ted-de-la-paz-notifico-inhabilitacion-de-luis-larrea-como-candidato/,"Sí, TED de La Paz notificó inhabilitación de Luis Larrea como candidato",Verdadero,Baja
839,boliviaverifica.bo,https://boliviaverifica.bo/informes-internacionales-preven-que-vacunacion-contra-la-covid-19-en-bolivia-culminara-en-2023/,Informes internacionales prevén que vacunación contra la Covid – 19 en Bolivia culminará en 2023,Verdadero,Baja
840,boliviaverifica.bo,https://boliviaverifica.bo/no-digo-que-roben-pero-saquen-algo-la-polemica-y-real-frase-de-jhonny-fernandez-que-lo-persigue-en-la-campana/,"“No digo que roben, pero saquen algo”: la polémica (y real) frase de Jhonny Fernández que lo persigue en la campaña",Verdadero,Baja
841,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-el-plan-de-salud-de-gary-anez-se-reduce-a-acceso-con-calidad-y-calidez/,Verdadero: El plan de salud de Gary Áñez se reduce a “acceso con calidad y calidez”,Verdadero,Baja
842,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-un-candidato-de-ucs-declaro-estar-en-contra-de-las-vacunas-contra-el-coronavirus/,Verdadero: Un candidato de UCS declaró oponerse a las vacunas contra el coronavirus,Verdadero,Baja
843,boliviaverifica.bo,https://boliviaverifica.bo/es-cierto-que-en-santa-cruz-se-levantaron-50-cadaveres-por-dia-durante-dos-a-tres-semanas/,Es cierto que en Santa Cruz se levantaron “50 cadáveres por día” durante dos a tres semanas,Verdadero,Baja
844,boliviaverifica.bo,https://boliviaverifica.bo/democratas-si-esta-rifando-un-vehiculo-0-km-para-apoyar-campana-de-roly-aguilera/,Demócratas sí está rifando un vehículo 0 Km para apoyar campaña de Roly Aguilera,Verdadero,Baja
845,boliviaverifica.bo,https://boliviaverifica.bo/se-viraliza-gigantografia-de-supuesta-alianza-entre-lideres-de-ucs-mas/,Se viraliza gigantografía de supuesta alianza entre líderes de UCS-MAS,Verdadero,Baja
846,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-waldo-albarracin-anuncio-que-declinara-su-candidatura-a-la-alcaldia-de-la-paz/,Verdadero: Waldo Albarracín anunció que declinará su candidatura a la Alcaldía de La Paz,Verdadero,Baja
847,boliviaverifica.bo,https://boliviaverifica.bo/angelica-sosa-pide-la-renuncia-de-funcionarios-publicos-que-no-hagan-campana/,Angélica Sosa pide la renuncia de funcionarios públicos que no hagan campaña,Verdadero,Baja
848,boliviaverifica.bo,https://boliviaverifica.bo/fallecio-el-candidato-de-el-alto-fermin-tarquino-mas-conocido-como-el-chiti-vecino/,"Falleció el candidato de El Alto Fermín Tarquino, más conocido como el “chiti vecino”",Verdadero,Baja
849,boliviaverifica.bo,https://boliviaverifica.bo/pagina-de-adriana-salvatierra-compartio-imagenes-entregando-pruebas-de-coronavirus-con-el-logo-de-su-campana/,Página de Adriana Salvatierra compartió imágenes entregando pruebas de coronavirus con el logo de su campaña,Verdadero,Baja
850,boliviaverifica.bo,https://boliviaverifica.bo/evo-morales-delego-la-designacion-de-candidatos-del-mas-para-las-elecciones-subnacionales/,Evo Morales delegó la designación de candidatos del MAS para las elecciones subnacionales,Verdadero,Baja
851,boliviaverifica.bo,https://boliviaverifica.bo/un-grupo-de-la-comunidad-lgbti-proclamo-a-carlos-romero-para-la-gobernacion-de-santa-cruz/,Un grupo de la comunidad LGBTI+ proclamó a Carlos Romero para la gobernación de Santa Cruz,Verdadero,Baja
852,boliviaverifica.bo,https://boliviaverifica.bo/firmas-en-ambas-cartas-de-la-vocal-rosario-baptista-a-la-oea-son-genuinas/,Firmas en ambas cartas de la vocal Rosario Baptista a la OEA son genuinas,Verdadero,Baja
853,boliviaverifica.bo,https://boliviaverifica.bo/edgar-villegas-hallo-irregularidades-en-proceso-electoral-pero-no-constato-que-haya-habido-fraude/,"Villegas halló irregularidades en proceso electoral, pero no constató fraude",Verdadero,Baja
854,boliviaverifica.bo,https://boliviaverifica.bo/delegado-de-creemos-avalo-transparencia-del-tribunal-electoral-de-santa-cruz/,Delegado de CREEMOS avaló transparencia del Tribunal Electoral de Santa Cruz,Verdadero,Baja
855,boliviaverifica.bo,https://boliviaverifica.bo/periodistas-de-la-red-unitel-fueron-abucheados-por-militantes-de-creemos/,Periodistas de la red Unitel fueron abucheados por militantes de Creemos,Verdadero,Baja
856,boliviaverifica.bo,https://boliviaverifica.bo/luego-de-las-elecciones-hubo-intento-de-enfrentamiento-en-el-plan-tres-mil/,Luego de las elecciones hubo intento de enfrentamiento en el Plan Tres Mil,Verdadero,Baja
857,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-ciesmori-suspendio-resultados-en-boca-de-urnas/,Verdadero: Ciesmori suspendió resultados en boca de urna,Verdadero,Baja
858,boliviaverifica.bo,https://boliviaverifica.bo/llego-una-avioneta-a-san-miguel-de-velasco-pero-fue-una-mision-del-ted-santa-cruz/,Llegó una avioneta a San Miguel de Velasco pero fue una misión del TED Santa Cruz,Verdadero,Baja
859,boliviaverifica.bo,https://boliviaverifica.bo/jorge-tuto-quiroga-declina-candidatura/,Jorge “Tuto” Quiroga declina su candidatura a la presidencia,Verdadero,Baja
860,boliviaverifica.bo,https://boliviaverifica.bo/creemos-hizo-un-taller-de-automaquillaje-para-las-mujeres-en-santa-cruz/,CREEMOS hizo un taller de automaquillaje para las mujeres en Santa Cruz,Verdadero,Baja
861,boliviaverifica.bo,https://boliviaverifica.bo/gobierno-de-adn-si-consolido-proceso-de-condonacion-de-deuda-externa/,Gobierno de ADN sí consolidó proceso de condonación de deuda externa,Verdadero,Baja
862,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-el-90-y-mas-de-la-produccion-de-coca-del-chapare-no-pasa-por-el-mercado-legal/,Verdadero: El 90% y más de la producción de coca del Chapare no pasa por el mercado legal,Verdadero,Baja
863,boliviaverifica.bo,https://boliviaverifica.bo/el-cato-de-coca-es-legal-desde-el-mandato-de-carlos-mesa/,El cato de coca es legal desde el mandato de Carlos Mesa,Verdadero,Baja
864,boliviaverifica.bo,https://boliviaverifica.bo/en-el-anterior-gobierno-si-indicaron-que-cada-boliviano-tenia-4-mil-dolares-en-su-bolsillo/,En el anterior Gobierno sí indicaron que cada boliviano tenía 4 mil dólares en su bolsillo,Verdadero,Baja
865,boliviaverifica.bo,https://boliviaverifica.bo/la-defensoria-del-pueblo-y-el-tribunal-constitucional-se-crearon-mediante-ley-del-congreso-nacional/,La Defensoría del Pueblo y el Tribunal Constitucional se crearon mediante ley del Congreso Nacional,Verdadero,Baja
866,boliviaverifica.bo,https://boliviaverifica.bo/luis-fernando-camacho-no-asistira-al-debate-presidencial-de-esta-noche/,Confirman que Luis Fernando Camacho no asistirá al debate presidencial de esta noche,Verdadero,Baja
867,boliviaverifica.bo,https://boliviaverifica.bo/graban-y-difunden-una-encuesta-telefonica-de-ciesmori/,Graban y difunden una encuesta telefónica de Ciesmori,Verdadero,Baja
868,boliviaverifica.bo,https://boliviaverifica.bo/telesur-y-russia-today-transmitiran-el-debate-de-la-fam/,Telesur y Russia Today transmitirán el debate de la FAM,Verdadero,Baja
869,boliviaverifica.bo,https://boliviaverifica.bo/durante-una-entrevista-camacho-demora-en-encontrar-un-pasaje-biblico-que-le-guste/,"Durante una entrevista, Camacho demora en encontrar un pasaje bíblico que le guste",Verdadero,Baja
870,boliviaverifica.bo,https://boliviaverifica.bo/cifras-de-empadronados-no-se-basan-en-proyecciones-de-ine/,Cifras de empadronados no se basan en proyecciones de INE,Verdadero,Baja
871,boliviaverifica.bo,https://boliviaverifica.bo/confirmado-dona-chevas-esta-registrada-como-candidata-a-diputada-por-fpv/,Confirmado: ‘Doña Chevas’ está registrada como candidata a diputada por FPV,Verdadero,Baja
872,boliviaverifica.bo,https://boliviaverifica.bo/spot-de-comunidad-ciudadana-molesta-a-un-sector-de-la-policia/,Spot de Comunidad Ciudadana molesta a un sector de la Policía,Verdadero,Baja
873,boliviaverifica.bo,https://boliviaverifica.bo/es-cierto-que-chi-hyun-chung-quiere-construir-disneylandia-en-el-salar-de-uyuni-y-otras-frases-polemicas-del-candidato/,Es cierto que Chi Hyun Chung quiere construir Disneylandia en el Salar de Uyuni (y otras frases polémicas del candidato),Verdadero,Baja
874,boliviaverifica.bo,https://boliviaverifica.bo/exembajador-de-bolivia-en-venezuela-esta-habilitado-para-votar-pero-en-colombia/,Exembajador de Bolivia en Venezuela está habilitado para votar… pero en Colombia,Verdadero,Baja
875,boliviaverifica.bo,https://boliviaverifica.bo/candidata-de-fpv-asegura-que-no-traicionara-al-elector-como-hace-un-ex/,Candidata de FPV asegura que no traicionará al elector como hace “un ex”,Verdadero,Baja
876,boliviaverifica.bo,https://boliviaverifica.bo/caravana-del-frente-para-la-victoria-fue-agredida-en-el-alto/,Caravana del Frente Para la Victoria fue agredida en El Alto,Verdadero,Baja
877,boliviaverifica.bo,https://boliviaverifica.bo/facebook-elimino-paginas-que-desinformaban-conozca-cuales-estaban-vinculadas-a-bolivia/,Facebook eliminó páginas que desinformaban: conozca cuáles estaban vinculadas a Bolivia,Verdadero,Baja
878,boliviaverifica.bo,https://boliviaverifica.bo/es-cierto-seguidores-del-mas-pidieron-a-arce-que-no-lleve-la-wiphala-en-campana-en-santa-cruz/,¡Es cierto! Seguidores del MAS pidieron a Arce que no lleve la Wiphala en campaña en Santa Cruz,Verdadero,Baja
879,boliviaverifica.bo,https://boliviaverifica.bo/sala-constitucional-de-la-paz-inhabilita-candidatura-de-evo-por-el-senado-de-cochabamba/,Sala Constitucional de La Paz inhabilita candidatura de Evo por el Senado de Cochabamba,Verdadero,Baja
880,boliviaverifica.bo,https://boliviaverifica.bo/las-publicaciones-de-la-presidenta-jeanine-anez-no-son-patrocinadas-por-la-alianza-juntos/,Las publicaciones de la presidenta Jeanine Áñez son patrocinadas por la alianza Juntos,Verdadero,Baja
881,boliviaverifica.bo,https://boliviaverifica.bo/la-activista-alejandra-serrate-respalda-la-candidatura-de-luis-fernando-camacho/,La activista Alejandra Serrate respalda la candidatura de Luis Fernando Camacho,Verdadero,Baja
882,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-luis-arce-propone-un-impuesto-a-la-riqueza/,"Verdadero, Luis Arce propone un impuesto a la riqueza",Verdadero,Baja
883,boliviaverifica.bo,https://boliviaverifica.bo/tirania-fraude-y-muerte-el-mensaje-que-un-diputado-pone-en-las-pantallas-en-plena-sesion-de-la-asamblea/,"“Tiranía, fraude y muerte”: El mensaje que un diputado pone en las pantallas en plena sesión de la Asamblea",Verdadero,Baja
884,boliviaverifica.bo,https://boliviaverifica.bo/la-cob-si-instruyo-el-paso-libre-de-ambulancias-y-camiones-con-oxigeno/,La COB sí instruyó el paso libre de ambulancias y camiones con oxígeno,Verdadero,Baja
885,boliviaverifica.bo,https://boliviaverifica.bo/mujer-vestida-de-cholita-hizo-un-reclamo-desde-espana-por-las-elecciones/,Mujer vestida de cholita hizo un reclamo desde España por las elecciones,Verdadero,Baja
886,boliviaverifica.bo,https://boliviaverifica.bo/es-verdad-que-el-tse-puede-anular-la-candidatura-del-mas/,Es verdad que el TSE puede anular la candidatura del MAS,Verdadero,Baja
887,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-salud-de-candidato-presidencial-de-pan-bol-se-encuentra-en-estado-critico/,Verdadero: Salud de candidato presidencial de PAN Bol se encuentra en estado crítico,Verdadero,Baja
888,boliviaverifica.bo,https://boliviaverifica.bo/a-traves-de-pronunciamientos-ciudadanos-piden-suspender-elecciones-e-invitan-a-cabildos-digitales/,"A través de pronunciamientos, ciudadanos piden suspender elecciones e invitan a cabildos digitales",Verdadero,Baja
889,boliviaverifica.bo,https://boliviaverifica.bo/19-tareas-pendientes-tiene-el-tse-y-entre-ellas-no-esta-abrir-el-padron/,"19 tareas pendientes tiene el TSE y entre ellas no estaba abrir el Padrón, pero lo abrirá",Verdadero,Baja
890,boliviaverifica.bo,https://boliviaverifica.bo/alianza-creemos-de-camacho-pide-al-tse-suspender-elecciones/,Alianza Creemos de Camacho pide al TSE suspender elecciones,Verdadero,Baja
891,boliviaverifica.bo,https://boliviaverifica.bo/candidatos-a-diputados-por-juntos-y-funcionarios-municipales-se-reunieron-en-teatro-al-aire-libre-de-la-paz/,Candidatos a diputados por “Juntos” y funcionarios municipales se reunieron en Teatro Al Aire Libre de La Paz,Verdadero,Baja
892,boliviaverifica.bo,https://boliviaverifica.bo/tse-inhabilita-candidatura-de-evo-morales/,TSE inhabilita candidatura de Evo Morales,Verdadero,Baja
893,boliviaverifica.bo,https://boliviaverifica.bo/tuto-anuncia-su-participacion-en-las-elecciones-del-3-de-mayo/,“Tuto” anuncia su participación en las Elecciones del 3 de mayo,Verdadero,Baja
894,boliviaverifica.bo,https://boliviaverifica.bo/chi-hyun-chung-ya-no-sera-candidato-del-pdc/,Chi Hyun Chung ya no será candidato del PDC,Verdadero,Baja
895,boliviaverifica.bo,https://boliviaverifica.bo/por-irregularidades-informe-preliminar-de-la-oea-recomienda-nuevas-elecciones/,"Por irregularidades, informe preliminar de la OEA recomienda nuevas elecciones",Verdadero,Baja
896,boliviaverifica.bo,https://boliviaverifica.bo/experto-chileno-en-elecciones-esta-en-bolivia-pero-no-trabaja-en-la-auditoria/,"Experto chileno en elecciones está en Bolivia, pero no trabaja en la auditoría",Verdadero,Baja
897,boliviaverifica.bo,https://boliviaverifica.bo/es-verdad-el-vocal-antonio-costas-renuncia-al-tse/,"Es verdad, el vocal Antonio Costas renuncia al TSE",Verdadero,Baja
898,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-que-policia-echa-gas-en-el-rostro-a-una-mujer-durante-manifestaciones-por-resultados-de-las-elecciones/,Verdadero que policía echa gas en el rostro a una mujer durante manifestaciones por resultados de las Elecciones,Verdadero,Baja
899,boliviaverifica.bo,https://boliviaverifica.bo/el-tde-de-la-paz-declara-cuarto-intermedio-en-el-computo-de-votos-por-incidentes/,El TDE de La Paz declara cuarto intermedio en el cómputo de votos por incidentes,Verdadero,Baja
900,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-manfred-reyes-villa-se-pronuncia-dias-antes-de-las-elecciones/,"Verdadero, Manfred Reyes Villa se pronuncia días antes de las Elecciones",Verdadero,Baja
901,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-que-orlando-careaga-candidato-a-senador-por-el-mas-en-potosi-fue-diputado-por-el-mnr-en-2002/,"Verdadero que Orlando Careaga, candidato a senador por el MAS en Potosí, fue diputado por el MNR en 2002",Verdadero,Baja
902,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-que-rafael-quispe-se-presenta-como-candidato-a-la-gobernacion-de-la-paz/,Verdadero que Rafael Quispe se presenta como candidato a la gobernación de La Paz,Verdadero,Baja
903,boliviaverifica.bo,https://boliviaverifica.bo/samuel-doria-medina-si-apoyara-a-carlos-mesa-en-las-elecciones-generales-2019/,Samuel Doria Medina sí apoyará a Carlos Mesa en las Elecciones Generales 2019,Verdadero,Baja
904,boliviaverifica.bo,https://boliviaverifica.bo/si-es-verdad-maria-eugenia-choque-presidenta-del-tse-fue-viceministra-durante-el-mandato-de-mesa/,"Sí, es verdad, María Eugenia Choque, presidenta del TSE, fue viceministra durante el mandato de Mesa",Verdadero,Baja
905,boliviaverifica.bo,https://boliviaverifica.bo/periodista-afirma-que-candidato-a-diputado-por-comunidad-ciudadana-publico-encuesta-no-autorizada/,Periodista afirma que candidato a diputado por Comunidad Ciudadana publicó encuesta no autorizada,Verdadero,Baja
906,boliviaverifica.bo,https://boliviaverifica.bo/verdadera-postulacion-de-chin-hyun-chung-por-el-pdc/,Chin Hyun Chung se presenta como candidato a la presidencia por el PDC,Verdadero,Baja
907,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-que-edwin-rodriguez-renuncia-como-candidato-de-bolivia-dice-no/,Verdadero que Edwin Rodríguez renuncia como candidato de Bolivia Dice No,Verdadero,Baja
908,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-que-tse-rechaza-renuncia-de-jaime-paz/,Verdadero que TSE rechaza renuncia de Jaime Paz,Verdadero,Baja
909,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-que-el-tse-garantiza-equidad-de-genero-en-las-elecciones-generales/,Verdadero que el TSE garantiza equidad de género en las elecciones generales.,Verdadero,Baja
910,boliviaverifica.bo,https://boliviaverifica.bo/verdadero-tse-remitio-informe-del-caso-morochata/,Verdadero: TSE remitió informe del caso Morochata.,Verdadero,Baja
1559,chequeabolivia.bo,https://chequeabolivia.bo/es-verdad-que-la-nueva-gerente-de-emapa-fue-candidata-del-mas-en-las-ultimas-elecciones-generales,Es verdad que la nueva gerente de Emapa fue candidata del MAS en las últimas elecciones generales,Verdadero,Baja
1560,chequeabolivia.bo,https://chequeabolivia.bo/es-verdad-que-samuel-doria-medina-critico-bukele-por-su-reeleccion-y-ahora-lo-felicita-por-su-exito,Es verdad que Samuel Doria Medina criticó a Bukele por su reelección y ahora lo felicita por su “éxito” en el combate contra el crimen,Verdadero,Baja
1561,chequeabolivia.bo,https://chequeabolivia.bo/es-verdad-que-tuto-quiroga-antes-criticaba-trump-y-que-tras-su-victoria-electoral-se-acerco-el,Es verdad que ‘Tuto’ Quiroga antes criticaba a Trump y que tras su victoria electoral se acercó a él,Verdadero,Baja
1562,chequeabolivia.bo,https://chequeabolivia.bo/candidata-del-mas-regala-fosforos-para-hacer-campana,Candidata del MAS regala fósforos para hacer campaña,Verdadero,Baja
1563,chequeabolivia.bo,https://chequeabolivia.bo/candidato-diputado-de-creemos-ofrece-talleres-de-automaquillaje-y-liderazgo-para-empoderar-la-mujer,Candidato a diputado de Creemos ofrece talleres de automaquillaje y liderazgo para empoderar a la mujer,Verdadero,Baja
1564,chequeabolivia.bo,https://chequeabolivia.bo/congresistas-de-eeuu-exigen-evaluacion-transparente-del-informe-de-la-oea-sobre-las-elecciones-en,Congresistas de EEUU exigen evaluación transparente del informe de la OEA sobre las elecciones en Bolivia,Verdadero,Baja
1565,chequeabolivia.bo,https://chequeabolivia.bo/excandidato-de-fpv-que-critica-al-mas-hizo-campana-por-el-si-en-2016,Excandidato de FPV que critica al MAS hizo campaña por el SÍ en 2016,Verdadero,Baja
1566,chequeabolivia.bo,https://chequeabolivia.bo/doria-medina-comparte-encuesta-no-oficial-en-facebook,Doria Medina comparte encuesta no oficial en Facebook,Verdadero,Baja
