id_registro,fuente_verificadora,url_origen,texto_crudo,categoria_original,label
21,boliviaverifica.bo,https://boliviaverifica.bo/la-paz-imagen-de-reaccion-de-yahuasi-por-determinacion-de-ngp-fue-generada-con-ia/,La Paz: imagen de reacción de Yahuasi por determinación de NGP fue generada con IA,Falso,Alta
22,boliviaverifica.bo,https://boliviaverifica.bo/audio-atribuido-a-jp-velasco-con-terminos-racistas-fue-creado-con-inteligencia-artificial/,Audio atribuido a JP Velasco con términos racistas fue creado con inteligencia artificial,Falso,Alta
23,boliviaverifica.bo,https://boliviaverifica.bo/oruro-votacion-digital-para-segunda-vuelta-no-tiene-validez-legal/,Oruro: votación digital para segunda vuelta no tiene validez legal,Falso,Alta
24,boliviaverifica.bo,https://boliviaverifica.bo/circulan-sin-aval-del-tse-encuestas-sobre-la-segunda-vuelta-electoral-en-facebook/,Circulan sin aval del TSE encuestas sobre la segunda vuelta electoral en Facebook,Falso,Alta
25,boliviaverifica.bo,https://boliviaverifica.bo/sondeos-sin-aval-en-tiktok-usan-el-logo-del-tse-para-desinformar/,Sondeos sin aval en TikTok usan el logo del TSE para desinformar,Falso,Alta
26,boliviaverifica.bo,https://boliviaverifica.bo/esta-encuesta-sobre-la-segunda-vuelta-en-la-paz-no-tiene-autorizacion-del-tse/,Esta encuesta sobre la segunda vuelta en La Paz no tiene autorización del TSE,Falso,Alta
27,boliviaverifica.bo,https://boliviaverifica.bo/luis-ayllon-no-dijo-que-se-debia-pagar-a-los-comunarios-para-ganar-la-segunda-vuelta/,Luis Ayllón no dijo que se debía pagar a los comunarios para ganar la segunda vuelta.,Falso,Alta
28,boliviaverifica.bo,https://boliviaverifica.bo/el-excandidato-del-movimiento-tercer-sistema-mts-pretende-acercarse-a-los-candidatos-que-obtuvieron-mas-votos-y-que-se-habilitaron-para-la-segunda-vuelta-desde-las-cuentas-en-facebook-chasqui-tv/,Segunda vuelta: Patzi no indicó que pretende inhabilitar a Revilla,Falso,Alta
29,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-el-memorandum-que-habla-de-controles-para-evitar-la-fuga-de-leonardo-loza/,Es falso el memorándum que habla de controles para evitar la fuga de Leonardo Loza,Falso,Alta
30,boliviaverifica.bo,https://boliviaverifica.bo/imagen-falsa-difunde-una-declaracion-inexistente-de-leonardo-loza-sobre-edmand-lara/,Imagen falsa difunde una declaración inexistente de Leonardo Loza sobre Edmand Lara,Falso,Alta
31,boliviaverifica.bo,https://boliviaverifica.bo/santa-cruz-el-candidato-juan-carlos-subirana-no-dijo-que-voto-por-orlando-pena/,Santa Cruz: El candidato Juan Carlos Subirana no dijo que votó por Orlando Peña,Falso,Alta
32,boliviaverifica.bo,https://boliviaverifica.bo/tarija-johnny-torres-no-anuncio-su-renuncia-a-la-carrera-electoral/,Tarija: Johnny Torres no anunció su renuncia a la carrera electoral,Falso,Alta
33,boliviaverifica.bo,https://boliviaverifica.bo/carece-de-validez-la-encuesta-sobre-la-alcaldia-de-oruro-difundida-por-la-cuenta-tu-voto-oruro/,Carece de validez la encuesta sobre la Alcaldía de Oruro difundida por la cuenta Tu Voto Oruro,Falso,Alta
34,boliviaverifica.bo,https://boliviaverifica.bo/falso-resultados-de-boca-de-urna-en-la-paz-carecen-de-validez-y-sustento-tecnico/,Falso: resultados de “boca de urna” en La Paz carecen de validez y sustento técnico,Falso,Alta
35,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-el-vicepresidente-pidiera-cuidar-el-voto-en-el-exterior/,Es falso que el vicepresidente pidiera cuidar el voto en el exterior,Falso,Alta
36,boliviaverifica.bo,https://boliviaverifica.bo/esta-boca-de-urna-de-candidatos-a-la-gobernacion-del-beni-no-es-valida/,Esta boca de urna de candidatos a la gobernación del Beni no es válida,Falso,Alta
37,boliviaverifica.bo,https://boliviaverifica.bo/la-paz-es-falso-que-el-candidato-jhonny-plata-haya-sido-inhabilitacion-para-las-elecciones-subnacionales/,La Paz: Es falso que el candidato Jhonny Plata haya sido inhabilitación para las elecciones subnacionales,Falso,Alta
38,boliviaverifica.bo,https://boliviaverifica.bo/resultados-de-boca-de-urna-que-favorecen-a-albarracin-no-tienen-aval-del-oep/,Resultados de boca de urna que favorecen a Albarracín no tienen aval del OEP,Falso,Alta
39,boliviaverifica.bo,https://boliviaverifica.bo/el-tse-no-autorizo-la-realizacion-de-estudios-ni-publicacion-de-resultados-a-boca-de-urna/,EL TSE no autorizó la realización de estudios ni publicación de resultados a boca de urna,Falso,Alta
40,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-existan-resultados-de-boca-de-urna-para-la-alcaldia-de-la-paz/,Es falso que existan resultados de “boca de urna” para la Alcaldía de La Paz,Falso,Alta
41,boliviaverifica.bo,https://boliviaverifica.bo/unitel-no-publico-estos-resultados-en-boca-de-urna-sobre-candidatos-a-la-gobernacion-de-oruro/,Unitel no publicó estos resultados en boca de urna sobre candidatos a la Gobernación de Oruro,Falso,Alta
42,boliviaverifica.bo,https://boliviaverifica.bo/el-alto-es-falso-que-el-candidato-david-vargas-volvio-a-ser-habilitado/,El Alto: Es falso que el candidato David Vargas volvió a ser habilitado,Falso,Alta
43,boliviaverifica.bo,https://boliviaverifica.bo/imagenes-creadas-con-ia-muestran-falsas-alianzas-de-candidatos-con-eva-copa/,Imagenes creadas con IA muestran falsas alianzas de candidatos con Eva Copa,Falso,Alta
44,boliviaverifica.bo,https://boliviaverifica.bo/tarija-votar-en-casilla-sin-fotografia-en-papeleta-departamental-no-anula-el-voto/,Tarija: votar en casilla sin fotografía en papeleta departamental no anula el voto,Falso,Alta
45,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-el-video-de-sogliano-maltratando-a-un-perro-fue-generado-con-ia/,Es falso el video de Sogliano maltratando a un perro; fue generado con IA,Falso,Alta
46,boliviaverifica.bo,https://boliviaverifica.bo/falso-difunden-frases-inexistentes-de-rodrigo-paz-sobre-luis-revilla/,Falso: Difunden frases inexistentes de Rodrigo Paz sobre Luis Revilla,Falso,Alta
47,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-leonardo-loza-haya-sido-inhabilitado-por-violar-el-silencio-electoral/,Es falso que Leonardo Loza haya sido inhabilitado por violar el silencio electoral,Falso,Alta
48,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-el-ted-haya-inhabilitado-a-jp-velasco-como-afirma-un-video-en-tiktok/,Es falso que el TED haya inhabilitado a JP Velasco como afirma un video en TikTok,Falso,Alta
49,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-sobre-la-gobernacion-de-santa-cruz-atribuida-a-unitel/,Es falsa la encuesta sobre la Gobernación de Santa Cruz atribuida a Unitel,Falso,Alta
50,boliviaverifica.bo,https://boliviaverifica.bo/un-comunicado-falso-atribuido-al-tse-circula-por-whatsapp-y-anuncia-la-inhabilitacion-de-tres-candidatos-en-la-paz/,Un comunicado falso atribuido al TSE circula por WhatsApp y anuncia la inhabilitación de tres candidatos en La Paz,Falso,Alta
51,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-dos-vocales-del-ted-oruro-hayan-sido-destituidos-como-afirma-una-publicacion-atribuida-al-diario-la-patria/,"Es falso que dos vocales del TED Oruro hayan sido destituidos, como afirma una publicación atribuida al diario La Patria",Falso,Alta
52,boliviaverifica.bo,https://boliviaverifica.bo/oruro-es-falso-que-la-alianza-jacha-sol-haya-sido-anulada/,Oruro: es falso que la alianza Jach’a-SOL haya sido anulada,Falso,Alta
53,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-maria-galindo-se-reunio-con-garcia-linera-para-atacar-a-waldo-albarracin/,Es falso que María Galindo se reunió con García Linera para atacar a Waldo Albarracín,Falso,Alta
54,boliviaverifica.bo,https://boliviaverifica.bo/usan-el-logo-de-unitel-para-difundir-una-declaracion-falsa-de-rodrigo-paz-sobre-luis-revilla/,Usan el logo de Unitel para difundir una declaración falsa de Rodrigo Paz sobre Luis Revilla,Falso,Alta
55,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-electoral-difundida-en-redes-sobre-la-gobernacion-de-la-paz-no-presenta-ficha-tecnica/,Encuesta electoral difundida en redes sobre la Gobernación de La Paz no presenta ficha técnica,Falso,Alta
56,boliviaverifica.bo,https://boliviaverifica.bo/luis-fernando-camacho-no-dijo-que-el-pueblo-cruceno-le-debe-tres-anos-de-gestion/,Luis Fernando Camacho no dijo que el pueblo cruceño le debe tres años de gestión,Falso,Alta
57,boliviaverifica.bo,https://boliviaverifica.bo/carece-de-validez-el-sondeo-final-para-la-alcaldia-de-la-paz-difundido-en-facebook-con-logo-de-las-elecciones-subnacionales-2026/,Carece de validez el “sondeo final” para la Alcaldía de La Paz difundido en Facebook con logo de las elecciones subnacionales 2026,Falso,Alta
58,boliviaverifica.bo,https://boliviaverifica.bo/imagen-viral-atribuye-a-urgente-bo-una-afirmacion-falsa-sobre-luis-revilla/,Imagen viral atribuye a Urgente.bo una afirmación falsa sobre Luis Revilla,Falso,Alta
59,boliviaverifica.bo,https://boliviaverifica.bo/imagenes-de-andres-gomez-y-samuel-doria-medina-son-falsas/,Imágenes de Andrés Gómez y Samuel Doria Medina son falsas,Falso,Alta
60,boliviaverifica.bo,https://boliviaverifica.bo/se-difunde-una-encuesta-falsa-y-sin-respaldo-para-santa-cruz-en-una-cuenta-de-facebook/,Se difunde una encuesta falsa y sin respaldo para Santa Cruz en una cuenta de Facebook,Falso,Alta
61,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-publicacion-que-perfila-a-jhonny-plata-como-ganador-del-debate-y-que-utiliza-logos-de-unitel/,Es falsa la publicación que perfila a Jhonny Plata como ganador del debate y que utiliza logos de Unitel,Falso,Alta
62,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-jhonny-plata-participe-por-primera-vez-en-una-contienda-electoral-municipal/,Es falso que Jhonny Plata participe por primera vez en una contienda electoral municipal,Falso,Alta
63,boliviaverifica.bo,https://boliviaverifica.bo/mario-cossio-no-esta-habilitado-para-postular-a-la-gobernacion-de-tarija/,Mario Cossío no está habilitado para postular a la Gobernación de Tarija,Falso,Alta
64,boliviaverifica.bo,https://boliviaverifica.bo/video-viral-usa-fragmentos-de-un-noticiero-de-unitel-para-difundir-informacion-falsa-sobre-vinculos-entre-mamen-saavedra-y-marset/,Video viral usa fragmentos de un noticiero de Unitel para difundir información falsa sobre vínculos entre Mamén Saavedra y Marset,Falso,Alta
65,boliviaverifica.bo,https://boliviaverifica.bo/imagen-usa-el-logo-de-unitel-para-atribuir-una-frase-falsa-a-luis-revilla/,Imagen usa el logo de Unitel para atribuir una frase falsa a Luis Revilla,Falso,Alta
66,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-video-afirma-que-mamen-saavedra-declino-asistir-al-debate-convocado-por-el-tribunal-electoral/,Es falso: video afirma que “Mamén” Saavedra declinó asistir al debate convocado por el Tribunal Electoral,Falso,Alta
67,boliviaverifica.bo,https://boliviaverifica.bo/luciana-campero-no-anuncio-su-renuncia-a-su-candidatura-a-la-alcaldia-de-tarija/,Luciana Campero no anunció su renuncia a su candidatura a la Alcaldía de Tarija,Falso,Alta
68,boliviaverifica.bo,https://boliviaverifica.bo/difunden-una-encuesta-falsa-atribuida-a-unitel-sobre-la-alcaldia-de-la-paz/,Difunden una encuesta falsa atribuida a Unitel sobre la Alcaldía de La Paz,Falso,Alta
69,boliviaverifica.bo,https://boliviaverifica.bo/imagen-manipulada-atribuye-a-luis-revilla-una-declaracion-falsa-sobre-el-50-50/,Imagen manipulada atribuye a Luis Revilla una declaración falsa sobre el 50/50,Falso,Alta
70,boliviaverifica.bo,https://boliviaverifica.bo/usan-el-logo-de-bolivia-verifica-elecciones-para-difundir-una-encuesta-falsa-que-no-tiene-aval-del-oep/,Usan el logo de Bolivia Verifica Elecciones para difundir una encuesta falsa que no tiene aval del OEP,Falso,Alta
71,boliviaverifica.bo,https://boliviaverifica.bo/unitel-no-presento-nuevos-datos-de-encuestas-en-el-eje-central/,Unitel no presentó nuevos datos de encuestas en el eje central,Falso,Alta
72,boliviaverifica.bo,https://boliviaverifica.bo/unitel-no-publico-esta-encuesta-de-intencion-de-voto-para-gobernador-de-beni/,Unitel no publicó esta encuesta de intención de voto para gobernador de Beni,Falso,Alta
73,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-unitel-haya-difundido-una-encuesta-electoral-para-la-alcaldia-de-sucre/,Es falso que Unitel haya difundido una encuesta electoral para la Alcaldía de Sucre,Falso,Alta
74,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-para-la-alcaldia-de-oruro-que-circula-en-redes-sociales-con-el-logo-de-unitel/,Es falsa la encuesta para la Alcaldía de Oruro que circula en redes sociales con el logo de UNITEL,Falso,Alta
75,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-publicacion-que-atribuye-a-rodrigo-paz-un-condicionamiento-de-votos-para-luis-revilla/,Es falsa la publicación que atribuye a Rodrigo Paz un condicionamiento de votos para Luis Revilla,Falso,Alta
76,boliviaverifica.bo,https://boliviaverifica.bo/desinformacion-en-redes-encuesta-electoral-en-unitel-cumplio-con-requisitos-tecnicos/,Desinformación en redes: encuesta electoral en Unitel cumplió con requisitos técnicos,Falso,Alta
77,boliviaverifica.bo,https://boliviaverifica.bo/esta-encuesta-de-intencion-de-voto-para-la-gobernacion-de-tarija-es-falsa/,Esta encuesta de intención de voto para la Gobernación de Tarija es falsa,Falso,Alta
78,boliviaverifica.bo,https://boliviaverifica.bo/falso-usan-un-video-del-explainer-para-difundir-acusaciones-personales-contra-mamen-saavedra/,Falso: Usan un video del Explainer para difundir acusaciones personales contra Mamen Saavedra,Falso,Alta
79,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-para-gobernacion-de-la-paz-atribuida-a-red-uno-es-falsa/,Encuesta para Gobernación de La Paz atribuida a Red Uno es falsa,Falso,Alta
80,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-encuesta-que-muestra-a-merlo-y-yahuasi-liderando-intencion-de-voto-en-la-paz/,Es falsa encuesta que muestra a Merlo y Yahuasi liderando intención de voto en La Paz,Falso,Alta
81,boliviaverifica.bo,https://boliviaverifica.bo/fotografia-de-jhonny-fernandez-y-mamen-saavedra-fue-creada-con-la-ia-de-google/,Fotografía de Jhonny Fernández y Mamen Saavedra fue creada con la IA de Google,Falso,Alta
82,boliviaverifica.bo,https://boliviaverifica.bo/tse-no-autorizo-aun-realizar-estudios-de-opinion-en-tarija-esta-encuesta-es-invalida/,TSE no autorizó aún realizar estudios de opinión en Tarija; esta encuesta es inválida,Falso,Alta
83,boliviaverifica.bo,https://boliviaverifica.bo/sucre-cristian-sanabria-no-dijo-que-cerrara-el-albergue-para-mascotas-puka-puka-si-llega-a-la-alcaldia/,Sucre: Cristian Sanabria no dijo que cerrará el albergue para mascotas Puka Puka si llega a la alcaldía,Falso,Alta
84,boliviaverifica.bo,https://boliviaverifica.bo/santa-cruz-alfredo-solares-no-propuso-nuevas-rutas-para-que-micros-lleguen-a-zonas-exclusivas/,Santa Cruz: Alfredo Solares no propuso nuevas rutas para que micros lleguen a zonas exclusivas,Falso,Alta
85,boliviaverifica.bo,https://boliviaverifica.bo/audio-atribuido-a-javier-bellott-en-tiktok-no-es-real-fue-creado-con-ia/,"Audio atribuido a Javier Bellott en TikTok no es real, fue creado con IA",Falso,Alta
86,boliviaverifica.bo,https://boliviaverifica.bo/chuquisaca-es-falso-que-exista-un-distanciamiento-entre-los-candidatos-ayllon-y-tardio/,Chuquisaca: Es falso que exista un distanciamiento entre los candidatos Ayllón y Tardío,Falso,Alta
87,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-que-circula-en-redes-para-la-alcaldia-de-santa-cruz-es-falsa/,Encuesta que circula en redes para la Alcaldía de Santa Cruz es falsa,Falso,Alta
88,boliviaverifica.bo,https://boliviaverifica.bo/atb-no-publico-este-contenido-ni-guarda-relacion-con-su-linea-informativa/,ATB no publicó este contenido ni guarda relación con su línea informativa,Falso,Alta
89,boliviaverifica.bo,https://boliviaverifica.bo/el-oep-no-realizo-ni-difundio-esta-encuesta-de-intencion-de-voto-para-la-alcaldia-de-sucre/,El OEP no realizó ni difundió esta encuesta de intención de voto para la Alcaldía de Sucre,Falso,Alta
90,boliviaverifica.bo,https://boliviaverifica.bo/usan-ia-para-clonar-la-voz-de-pepe-pomacusi-y-atribuirle-ataques-contra-mamen-saavedra/,Usan IA para clonar la voz de Pepe Pomacusi y atribuirle ataques contra Mamen Saavedra,Falso,Alta
91,boliviaverifica.bo,https://boliviaverifica.bo/elecciones-subnacionales-2026-el-tribunal-supremo-electoral-no-inhabilito-a-juan-pablo-velasco/,Elecciones Subnacionales 2026: el Tribunal Supremo Electoral no inhabilitó a Juan Pablo Velasco,Falso,Alta
92,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-que-posiciona-a-riony-villarroel-para-la-alcaldia-de-sacaba/,Es falsa la encuesta que posiciona a Riony Villarroel para la Alcaldía de Sacaba,Falso,Alta
93,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-de-databol-sobre-la-gobernacion-de-santa-cruz-circula-sin-respaldo-oficial-ni-ficha-tecnica/,Encuesta de “Databol” sobre la Gobernación de Santa Cruz circula sin respaldo oficial ni ficha técnica,Falso,Alta
94,boliviaverifica.bo,https://boliviaverifica.bo/falso-circula-encuesta-inexistente-sobre-la-intencion-de-voto-en-la-ciudad-la-paz/,Falso: Circula encuesta inexistente sobre la intención de voto en la ciudad La Paz,Falso,Alta
95,boliviaverifica.bo,https://boliviaverifica.bo/video-generado-con-ia-usa-la-imagen-de-brissa-pabon-para-difundir-informacion-falsa/,Video generado con IA usa la imagen de Brissa Pabón para difundir información falsa,Falso,Alta
96,boliviaverifica.bo,https://boliviaverifica.bo/gobernacion-de-la-paz-unitel-no-publico-una-encuesta-que-situa-a-revilla-y-patzi-lideres-en-intencion-de-voto/,Gobernación de La Paz: Unitel no publicó una encuesta que sitúa a Revilla y Patzi líderes en intención de voto,Falso,Alta
97,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-que-muestra-a-mamen-y-solares-liderando-intencion-de-voto-en-santa-cruz-es-falsa/,Encuesta que muestra a Mamen y Solares liderando intención de voto en Santa Cruz es falsa,Falso,Alta
98,boliviaverifica.bo,https://boliviaverifica.bo/red-uno-y-captura-consulting-no-publicaron-ninguna-encuesta-de-intencion-de-voto-para-la-gobernacion-de-santa-cruz-2/,Red Uno y Captura Consulting no publicaron ninguna encuesta de intención de voto para la Gobernación de Santa Cruz,Falso,Alta
99,boliviaverifica.bo,https://boliviaverifica.bo/no-existen-encuestas-oficiales-este-titular-no-le-pertenece-a-el-deber/,No existen encuestas oficiales; este titular no le pertenece a El Deber,Falso,Alta
100,boliviaverifica.bo,https://boliviaverifica.bo/circula-encuesta-falsa-de-la-alcaldia-de-el-alto-no-tiene-ficha-tecnica-ni-aval-del-tse/,"Circula encuesta falsa de la Alcaldía de El Alto, no tiene ficha técnica ni aval del TSE",Falso,Alta
101,boliviaverifica.bo,https://boliviaverifica.bo/usan-ia-para-fabricar-un-video-de-la-candidata-fatima-tardio-con-declaraciones-falsas-sobre-la-usfx/,Usan IA para fabricar un video de la candidata Fátima Tardío con declaraciones falsas sobre la USFX,Falso,Alta
102,boliviaverifica.bo,https://boliviaverifica.bo/cochabamba-encuesta-a-nombre-del-centro-de-proyeccion-de-datos-no-tiene-aval-tecnico/,Cochabamba: encuesta a nombre del Centro de Proyección de Datos no tiene aval técnico,Falso,Alta
103,boliviaverifica.bo,https://boliviaverifica.bo/foto-de-evo-morales-que-se-comparte-como-si-hubiera-reaparecido-es-de-2024/,Foto de Evo Morales que se comparte como si hubiera reaparecido es de 2024,Falso,Alta
104,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-de-intencion-de-voto-atribuida-a-datum-internacional-para-la-alcaldia-de-la-paz/,Es falsa la encuesta de intención de voto atribuida a Datum Internacional para la Alcaldía de La Paz,Falso,Alta
105,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-sobre-intencion-de-voto-atribuida-a-el-deber-para-la-gobernacion-de-santa-cruz/,Es falsa la encuesta sobre intención de voto atribuida a El Deber para la Gobernación de Santa Cruz,Falso,Alta
106,boliviaverifica.bo,https://boliviaverifica.bo/cochabamba-uif-no-vinculo-al-candidato-javier-bellott-en-la-lista-de-empresarios-ligados-al-banco-fassil/,Cochabamba: UIF no vinculó al candidato Javier Bellott en la lista de empresarios ligados al Banco Fassil,Falso,Alta
107,boliviaverifica.bo,https://boliviaverifica.bo/databol-no-es-una-empresa-autorizada-por-el-tse-para-difundir-encuestas-electorales/,Databol no es una empresa autorizada por el TSE para difundir encuestas electorales,Falso,Alta
108,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-harol-lora-sea-candidato-a-concejal-junto-a-oscar-sogliano/,Es falso que Harold Lora sea candidato a concejal junto a Óscar Sogliano,Falso,Alta
109,boliviaverifica.bo,https://boliviaverifica.bo/captura-consulting-no-difundio-encuesta-electoral-para-la-alcaldia-de-el-alto/,Captura Consulting no difundió encuesta electoral para la Alcaldía de El Alto,Falso,Alta
110,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-en-la-que-mendoza-lidera-la-intencion-de-voto-en-la-alcaldia-de-porongo-es-falsa/,Encuesta en la que Mendoza lidera la intención de voto en la alcaldía de Porongo es falsa,Falso,Alta
111,boliviaverifica.bo,https://boliviaverifica.bo/el-gobierno-anuncio-una-reduccion-del-30-del-deficit-fiscal-no-del-gasto-del-estado-como-dijo-doria-medina/,"El Gobierno anunció una reducción del 30% del déficit fiscal, no del gasto del Estado, como dijo Doria Medina",Falso,Alta
112,boliviaverifica.bo,https://boliviaverifica.bo/unitel-no-presento-estos-datos-para-la-alcaldia-de-la-paz-este-contenido-es-falso/,Unitel no presentó estos datos para la Alcaldía de La Paz; este contenido es falso,Falso,Alta
113,boliviaverifica.bo,https://boliviaverifica.bo/102901-2/,El vicepresidente electo no propuso ser socio de TikTok a China,Falso,Alta
114,boliviaverifica.bo,https://boliviaverifica.bo/este-reclamo-de-lara-a-paz-fue-generado-digitalmente/,Este reclamo de Lara a Paz fue generado digitalmente,Falso,Alta
115,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-edmand-lara-haya-ido-con-chinelas-a-la-reunion-con-choquehuanca-por-la-transicion-de-gobierno/,Es falso que Edmand Lara haya ido con chinelas a la reunión con Choquehuanca por la transición de gobierno,Falso,Alta
116,boliviaverifica.bo,https://boliviaverifica.bo/rodrigo-paz-no-dijo-que-la-nacionalizacion-de-vehiculos-chutos-sera-solo-para-automoviles-electricos/,Rodrigo Paz no dijo que la nacionalización de vehículos chutos será solo para automóviles eléctricos,Falso,Alta
