id_registro,fecha_publicacion,fuente_verificadora,url_origen,texto_crudo,categoria_original
13,,chequeabolivia.bo,https://chequeabolivia.bo/junior-arias-no-informo-que-el-candidato-la-gobernacion-de-beni-declino-su-candidatura-la-segunda,Junior Arias no informó que el candidato a la Gobernación de Beni declinó su candidatura a la segunda vuelta,Falso
14,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-rodrigo-paz-entrego-dinero-un-candidato-de-beni-para-promover-guerra-sucia,Es falso que Rodrigo Paz entregó dinero a un candidato de Beni para promover guerra sucia,Falso
15,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-el-tse-prohibio-publicar-unitel-encuesta-de-santa-cruz,Es falso que el TSE prohibió publicar a Unitel encuesta de Santa Cruz,Falso
16,,chequeabolivia.bo,https://chequeabolivia.bo/se-difunde-una-nomina-falsa-de-candidatos-para-las-elecciones-de-2025,Se difunde una nómina falsa de candidatos para las elecciones de 2025,Falso
17,,chequeabolivia.bo,https://chequeabolivia.bo/encuesta-en-la-que-ritter-figura-con-65-de-intencion-de-voto-es-falsa,Encuesta en la que Ritter figura con 65% de intención de voto es falsa,Falso
18,,chequeabolivia.bo,https://chequeabolivia.bo/encuesta-en-la-que-jp-velasco-tiene-65-de-intencion-de-voto-no-fue-publicada-por-ipsos-ciesmori,Encuesta en la que JP Velasco tiene 65% de intención de voto no fue publicada por Ipsos Ciesmori,Falso
19,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-por-mil-votos-leonardo-loza-no-fue-segunda-vuelta-como-dice-virginio-lema,Es falso que por mil votos Leonardo Loza no fue a segunda vuelta como dice Virginio Lema,Falso
20,,chequeabolivia.bo,https://chequeabolivia.bo/no-se-detuvo-el-conteo-de-votos-la-gobernacion-de-cochabamba-para-forzar-una-segunda-vuelta-como,No se detuvo el conteo de votos a la Gobernación de Cochabamba para forzar una segunda vuelta como dice “análisis” de Gemini,Falso
21,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-un-candidato-concejal-de-cochabamba-renuncio-para-ser-sustituido-por-el-hijo-de,Es falso que un candidato a concejal de Cochabamba renunció para ser sustituido por el hijo de Manfred Reyes Villa,Falso
22,,chequeabolivia.bo,https://chequeabolivia.bo/carlos-mesa-no-debemos-ir-eleccion-en-agosto-debemos-postergarlo-hasta-el-2021,"Carlos Mesa: “No debemos ir a elección en agosto, debemos postergarlo hasta el 2021”",Falso
23,,chequeabolivia.bo,https://chequeabolivia.bo/paz-zamora-acusa-al-gobierno-de-anez-de-usar-el-coronavirus-para-seguir-en-el-poder-y-pide,Paz Zamora acusa al Gobierno de Áñez de usar el Coronavirus para seguir en el poder y pide elecciones,Falso
24,,chequeabolivia.bo,https://chequeabolivia.bo/carlos-mesa-trasladara-la-sede-de-gobierno-sucre,Carlos Mesa trasladará la sede de gobierno a Sucre,Falso
25,,chequeabolivia.bo,https://chequeabolivia.bo/carlos-mesa-planea-vender-recursos-naturales-empresa-chilena,Carlos Mesa planea vender recursos naturales a empresa chilena,Falso
26,,chequeabolivia.bo,https://chequeabolivia.bo/index%2Ephp/esta-encuesta-que-ubica-waldo-albarracin-como-ganador-de-la-alcaldia-de-la-paz-es-falsa,Esta encuesta que ubica a Waldo Albarracín como ganador de la Alcaldía de La Paz es falsa,Falso
27,,chequeabolivia.bo,https://chequeabolivia.bo/encuesta-muestra-un-candidato-inexistente-con-mayoria-de-votos-para-la-alcaldia-en-el-alto,Encuesta muestra a un candidato inexistente con mayoría de votos para la alcaldía en El Alto,Falso
28,,chequeabolivia.bo,https://chequeabolivia.bo/esta-foto-de-eva-copa-y-eliser-roca-juntos-antes-de-las-elecciones-es-falsa,Esta foto de Eva Copa y Eliser Roca juntos antes de las elecciones es falsa,Falso
29,,chequeabolivia.bo,https://chequeabolivia.bo/index%2Ephp/es-falso-que-el-candidato-jose-sanchez-estaria-ganando-la-eleccion-la-alcaldia-de-cochabamba,Es falso que el candidato José Sánchez estaría ganando la elección a la Alcaldía de Cochabamba,Falso
30,,chequeabolivia.bo,https://chequeabolivia.bo/es-falsa-la-encuesta-que-posiciona-miguel-roca-como-favorito-por-la-alcaldia-de-la-paz,Es falsa la encuesta que posiciona a Miguel Roca como favorito por la alcaldía de La Paz,Falso
31,,chequeabolivia.bo,https://chequeabolivia.bo/diputado-del-mas-pide-investigar-personas-que-insulten-evo-morales-en-redes-sociales,Diputado del MAS pide investigar a personas que insulten a Evo Morales en redes sociales,Falso
32,,chequeabolivia.bo,https://chequeabolivia.bo/manipulacion-en-los-resultados-de-la-encuesta-de-la-fundacion-jubileo-y-umsa,Manipulación en los resultados de la encuesta de la Fundación Jubileo y UMSA,Falso
33,,chequeabolivia.bo,https://chequeabolivia.bo/red-pat-no-publico-que-luis-revilla-acudio-rodrigo-paz-para-captar-votos,Red PAT no publicó que Luis Revilla acudió a Rodrigo Paz para captar votos,Falso
34,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-luis-revilla-haya-declarado-que-rodrigo-paz-le-resto-votos,Es falso que Luis Revilla haya declarado que Rodrigo Paz le restó votos,Falso
35,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-unitel-posicione-iturralte-como-candidato-preferido-en-la-paz-horas-de-las-0,Es falso que Unitel posicione a Iturralte como candidato preferido en La Paz “a horas de las subnacionales”,Falso
36,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-el-candidato-la-alcaldia-de-la-paz-jhonny-plata-esta-inhabilitado,Es falso que el candidato a la Alcaldía de La Paz Jhonny Plata está inhabilitado,Falso
37,,chequeabolivia.bo,https://chequeabolivia.bo/el-audio-en-el-que-andres-chino-gomez-denuncia-un-supuesto-fraude-electoral-es-falso,El audio en el que Andrés “Chino” Gomez denuncia un supuesto fraude electoral es falso,Falso
38,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-leonardo-loza-fue-inhabilitado-como-candidato-la-gobernacion-de-cochabamba,Es falso que Leonardo Loza fue inhabilitado como candidato a la Gobernación de Cochabamba,Falso
39,,chequeabolivia.bo,https://chequeabolivia.bo/carlos-mesa-pide-prestamo-adelantado-estados-unidos,Carlos Mesa pide préstamo adelantado a Estados Unidos,Falso
40,,chequeabolivia.bo,https://chequeabolivia.bo/candidata-diputada-plurinominal-por-comunidad-ciudadana-se-expresa-con-insultos-traves-de-las-redes,Candidata a diputada plurinominal por Comunidad Ciudadana se expresa con insultos a través de las redes sociales,Falso
41,,chequeabolivia.bo,https://chequeabolivia.bo/portal-vota-inteligente-difunde-resultados-de-intencion-de-voto-de-una-encuestadora-que-no-esta,Portal Vota Inteligente difunde resultados de intención de voto de una encuestadora que no está registrada en el Órgano Electoral,Falso
42,,chequeabolivia.bo,https://chequeabolivia.bo/la-encuesta-que-posiciona-demetrio-villca-como-favorito-la-gobernacion-de-la-paz-es-falsa,La encuesta que posiciona a Demetrio Villca como favorito a la Gobernación de La Paz es falsa,Falso
43,,chequeabolivia.bo,https://chequeabolivia.bo/por-fin-carlos-mesa-presenta-su-plan-de-gobierno,Por fin Carlos Mesa presenta su plan de gobierno,Falso
44,,chequeabolivia.bo,https://chequeabolivia.bo/index%2Ephp/es-falso-el-video-que-circula-de-mamen-saavedra-declinando-su-participacion-en-el-debate-del-tse,Es falso el video que circula de Mamen Saavedra declinando su participación en el debate del TSE,Falso
45,,chequeabolivia.bo,https://chequeabolivia.bo/carlos-mesa-exhorta-ortiz-disculparse-publicamente,Carlos Mesa exhorta a Ortiz a disculparse publicamente,Falso
46,,chequeabolivia.bo,https://chequeabolivia.bo/ola-de-encuestas-falsas-inunda-las-redes-antes-de-las-elecciones-subnacionales,Ola de encuestas falsas inunda las redes antes de las Elecciones Subnacionales,Falso
47,,chequeabolivia.bo,https://chequeabolivia.bo/esta-encuesta-de-los-departamentos-de-la-paz-cochabamba-y-santa-cruz-es-falsa,"Esta encuesta de los departamentos de La Paz, Cochabamba y Santa Cruz es falsa",Falso
48,,chequeabolivia.bo,https://chequeabolivia.bo/amenazas-del-presidente-evo-morales-la-poblacion-por-su-reeleccion,Amenazas del presidente Evo Morales a la población por su reelección,Falso
49,,chequeabolivia.bo,https://chequeabolivia.bo/oscar-ortiz-se-raya-con-carlos-mesa,Óscar Ortiz se raya con Carlos Mesa,Falso
50,,chequeabolivia.bo,https://chequeabolivia.bo/unitel-no-publico-una-encuesta-que-situa-mario-galarza-como-favorito-la-alcaldia-de-sipe-sipe,Unitel no publicó una encuesta que sitúa a Mario Galarza como favorito a la Alcaldía de Sipe Sipe,Falso
51,,chequeabolivia.bo,https://chequeabolivia.bo/es-falsa-la-encuesta-que-muestra-dockweiler-y-rivero-liderando-para-la-alcaldia-de-la-paz,Es falsa la encuesta que muestra a Dockweiler y Rivero liderando para la Alcaldía de La Paz,Falso
52,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-el-candidato-de-vos-la-alcaldia-de-montero-este-acusado-de-trata-y-trafico-en-paraguay,Es falso que el candidato de VOS a la Alcaldía de Montero esté acusado de trata y tráfico en Paraguay,Falso
53,,chequeabolivia.bo,https://chequeabolivia.bo/la-encuesta-que-posiciona-david-vargas-con-18-por-ciento-en-la-ciudad-de-el-alto-es-falsa,La encuesta que posiciona a David Vargas con 18 por ciento en la ciudad de El Alto es falsa,Falso
54,,chequeabolivia.bo,https://chequeabolivia.bo/la-encuesta-que-posiciona-jhonny-plata-como-favorito-la-alcaldia-de-la-paz-es-falsa,La encuesta que posiciona a Jhonny Plata como favorito a la Alcaldía de La Paz es falsa,Falso
55,,chequeabolivia.bo,https://chequeabolivia.bo/los-tiempos-no-publico-una-encuesta-que-situa-manfred-reyes-villa-con-el-198-para-la-alcaldia-de,"Los Tiempos no público una encuesta que sitúa a Manfred Reyes Villa con el 19,8% para la Alcaldía de Cochabamba",Falso
56,,chequeabolivia.bo,https://chequeabolivia.bo/unitel-no-publico-una-encuesta-que-situa-luis-santa-cruz-como-favorito-la-alcaldia-de-quillacollo,Unitel no publicó una encuesta que sitúa a Luis Santa Cruz como favorito a la Alcaldía de Quillacollo,Falso
57,,chequeabolivia.bo,https://chequeabolivia.bo/el-video-que-muestra-evo-morales-brindar-su-apoyo-al-candidato-tahuichi-es-falso,El video que muestra a Evo Morales brindar su apoyo al candidato Tahuichi es falso,Falso
58,,chequeabolivia.bo,https://chequeabolivia.bo/unitel-no-publico-la-encuesta-que-posiciona-diego-lopez-como-favorito-la-alcaldia-de-warnes,Unitel no publicó la encuesta que posiciona a Diego López como favorito a la Alcaldía de Warnes,Falso
59,,chequeabolivia.bo,https://chequeabolivia.bo/unitel-no-publico-una-encuesta-que-situa-lizeth-morales-como-favorita-la-alcaldia-de-sacaba,Unitel no publicó una encuesta que sitúa a Lizeth Morales como favorita a la Alcaldía de Sacaba,Falso
60,,chequeabolivia.bo,https://chequeabolivia.bo/es-falsa-la-encuesta-que-muestra-rene-yahuasi-liderar-votaciones-para-la-gobernacion-de-la-paz,Es falsa la encuesta que muestra a Rene Yahuasi liderar votaciones para la Gobernación de La Paz,Falso
61,,chequeabolivia.bo,https://chequeabolivia.bo/index%2Ephp/red-uno-no-difundio-la-primera-encuesta-que-posiciona-sanabria-y-auza-como-lideres-en-sucre,Red Uno no difundió la “primera encuesta” que posiciona a Sanabria y Auza como líderes en Sucre,Falso
62,,chequeabolivia.bo,https://chequeabolivia.bo/index%2Ephp/encuesta-que-muestra-ivan-quispe-como-ganador-de-la-alcaldia-de-oruro-es-falsa,Encuesta que muestra a Iván Quispe como ganador de la Alcaldía de Oruro es falsa,Falso
63,,chequeabolivia.bo,https://chequeabolivia.bo/index%2Ephp/el-deber-no-publico-una-encuesta-que-posiciona-felix-patzi-como-favorito-la-gobernacion-de-la-paz,El Deber no publicó una encuesta que posiciona a Félix Patzi como favorito a la Gobernación de La Paz,Falso
64,,chequeabolivia.bo,https://chequeabolivia.bo/esta-encuesta-de-intencion-de-voto-para-la-gobernacion-de-santa-cruz-atribuida-unitel-es-falsa,Esta encuesta de intención de voto para la Gobernación de Santa Cruz atribuida a Unitel es falsa,Falso
65,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-juan-pablo-velasco-fue-inhabilitado-como-candidato-la-gobernacion-de-santa-cruz,Es falso que Juan Pablo Velasco fue inhabilitado como candidato a la Gobernación de Santa Cruz,Falso
66,,chequeabolivia.bo,https://chequeabolivia.bo/red-uno-no-publico-una-encuesta-de-intencion-de-voto-que-favorece-juan-pablo-velasco,Red Uno no publicó una encuesta de intención de voto que favorece a Juan Pablo Velasco,Falso
67,,chequeabolivia.bo,https://chequeabolivia.bo/la-encuesta-que-muestra-jhonny-plata-como-primero-para-la-alcaldia-de-la-paz-es-falsa,La encuesta que muestra a Jhonny Plata como primero para la Alcaldía de La Paz es falsa,Falso
68,,chequeabolivia.bo,https://chequeabolivia.bo/unitel-no-informo-que-revilla-y-patzi-estan-como-favoritos-en-las-encuestas,Unitel no informó que Revilla y Patzi están como favoritos en las encuestas,Falso
69,,chequeabolivia.bo,https://chequeabolivia.bo/video-manipulado-usa-imagen-de-brissa-pabon-para-difundir-encuesta-falsa-sobre-alcaldia-de-santa,Video manipulado usa imagen de Brissa Pabón para difundir encuesta falsa sobre Alcaldía de Santa Cruz,Falso
70,,chequeabolivia.bo,https://chequeabolivia.bo/esta-encuesta-con-dockweiler-como-favorito-para-alcalde-de-la-paz-es-falsa,Esta encuesta con Dockweiler como favorito para alcalde de La Paz es falsa,Falso
71,,chequeabolivia.bo,https://chequeabolivia.bo/la-encuesta-de-intencion-de-voto-para-la-alcaldia-de-la-paz-atribuida-datum-internacional-es-falsa,La encuesta de intención de voto para la Alcaldía de La Paz atribuida a Datum Internacional es falsa,Falso
72,,chequeabolivia.bo,https://chequeabolivia.bo/la-encuesta-que-posiciona-como-ganador-jose-carlos-sanchez-en-la-alcaldia-de-cochabamba-es-falsa,La encuesta que posiciona como ganador a José Carlos Sánchez en la Alcaldía de Cochabamba es falsa,Falso
73,,chequeabolivia.bo,https://chequeabolivia.bo/unitel-no-publico-una-encuesta-que-situa-luis-fernando-camacho-como-favorito-la-gobernacion-de,Unitel no publicó una encuesta que sitúa a Luis Fernando Camacho como favorito a la Gobernación de Santa Cruz,Falso
74,,chequeabolivia.bo,https://chequeabolivia.bo/esta-encuesta-que-pone-en-primer-lugar-oscar-sogliano-en-la-paz-es-falsa,Esta encuesta que pone en primer lugar a Oscar Sogliano en La Paz es falsa,Falso
75,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-el-candidato-la-alcaldia-de-la-paz-xavier-iturralde-fue-internado-por-intoxicacion-por,Es falso que el candidato a la Alcaldía de La Paz Xavier Iturralde fue internado por intoxicación por sustancias,Falso
76,,chequeabolivia.bo,https://chequeabolivia.bo/circulan-encuestas-falsas-de-intencion-de-voto-para-la-alcaldia-y-gobernacion-de-santa-cruz,Circulan encuestas falsas de intención de voto para la Alcaldía y Gobernación de Santa Cruz,Falso
77,,chequeabolivia.bo,https://chequeabolivia.bo/circulan-encuestas-falsas-de-intencion-de-voto-para-tres-gobernaciones,Circulan encuestas falsas de intención de voto para tres gobernaciones,Falso
78,,chequeabolivia.bo,https://chequeabolivia.bo/esta-encuesta-en-la-que-el-tata-quispe-aparece-en-primer-lugar-es-falsa,Esta encuesta en la que el ‘Tata’ Quispe aparece en primer lugar es falsa,Falso
79,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-harold-lora-sea-candidato-concejal-en-la-paz-por-apb-sumate,Es falso que Harold Lora sea candidato a concejal en La Paz por APB Súmate,Falso
80,,chequeabolivia.bo,https://chequeabolivia.bo/el-candidato-alfredo-solares-no-apoya-el-incremento-del-pasaje-en-santa-cruz,El candidato Alfredo Solares no apoya el incremento del pasaje en Santa Cruz,Falso
81,,chequeabolivia.bo,https://chequeabolivia.bo/captura-consulting-no-elaboro-una-encuesta-de-intencion-de-voto-para-la-alcaldia-de-el-alto,Captura Consulting no elaboró una encuesta de intención de voto para la Alcaldía de El Alto,Falso
82,,chequeabolivia.bo,https://chequeabolivia.bo/index%2Ephp/andronico-no-regreso-las-6-federaciones-del-tropico-ni-fue-anunciado-como-candidato-la-gobernacion,Andrónico no regresó a las 6 Federaciones del Trópico ni fue anunciado como candidato a la Gobernación de Cochabamba,Falso
83,,chequeabolivia.bo,https://chequeabolivia.bo/esta-encuesta-que-da-como-ganador-manfred-reyes-villa-en-las-subnacionales-es-falsa,Esta encuesta que da como ganador a Manfred Reyes Villa en las subnacionales es falsa,Falso
84,,chequeabolivia.bo,https://chequeabolivia.bo/esta-encuesta-de-intencion-de-voto-para-la-alcaldia-de-santa-cruz-con-mamen-saavedra-liderando-es,Esta encuesta de intención de voto para la alcaldía de Santa Cruz con Mamén Saavedra liderando es falsa,Falso
85,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-evo-morales-fue-proclamado-como-candidato-gobernador-de-cochabamba,Es falso que Evo Morales fue proclamado como candidato a gobernador de Cochabamba,Falso
86,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-tuto-quiroga-haya-enviado-un-mensaje-edmand-lara-sobre-una-amistad-con-rodrigo-paz,Es falso que Tuto Quiroga haya enviado un mensaje a Edmand Lara sobre una “amistad” con Rodrigo Paz,Falso
87,,chequeabolivia.bo,https://chequeabolivia.bo/index%2Ephp/tuto-quiroga-no-dijo-que-el-pueblo-se-levantara-si-se-elimina-la-renta-vitalicia-expresidentes,Tuto Quiroga no dijo que el pueblo se levantará si se elimina la renta vitalicia a expresidentes,Falso
88,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-unitel-haya-publicado-que-cesar-dockweiler-lidera-con-60-en-encuestas-para-alcalde-de,Es falso que Unitel haya publicado que César Dockweiler lidera con 60% en encuestas para alcalde de La Paz,Falso
89,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-periodista-de-cnn-denuncio-fraude-electoral-en-bolivia,Es falso que periodista de CNN denunció “fraude electoral” en Bolivia,Falso
90,,chequeabolivia.bo,https://chequeabolivia.bo/red-uno-no-informo-que-sebastian-marset-emitio-su-voto-en-el-urubo,Red Uno no informó que Sebastián Marset emitió su voto en el Urubó,Falso
91,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-evo-morales-mostro-su-papeleta-marcada-por-el-pdc,Es falso que Evo Morales mostró su papeleta marcada por el PDC,Falso
92,,chequeabolivia.bo,https://chequeabolivia.bo/la-encuesta-que-posiciona-rodrigo-paz-en-primer-lugar-con-57-es-falsa,La encuesta que posiciona a Rodrigo Paz en primer lugar con 57% es falsa,Falso
93,,chequeabolivia.bo,https://chequeabolivia.bo/el-audio-atribuido-rodrigo-paz-donde-dice-que-los-campesinos-masistas-sirven-solo-para-los-votos,El audio atribuido a Rodrigo Paz donde dice que los “campesinos masistas” sirven solo para los votos fue creado con IA,Falso
94,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-atb-digital-publico-que-el-voto-de-juan-pablo-velasco-fue-anulado,Es falso que ATB Digital publicó que el voto de Juan Pablo Velasco fue anulado,Falso
95,,chequeabolivia.bo,https://chequeabolivia.bo/estudio-de-opinion-que-da-como-ganador-jorge-tuto-quiroga-en-6-departamentos-es-falso,Estudio de opinión que da como ganador a Jorge Tuto Quiroga en 6 departamentos es falso,Falso
96,,chequeabolivia.bo,https://chequeabolivia.bo/este-audio-filtrado-de-junior-arias-y-tuto-quiroga-es-falso,Este audio “filtrado” de Junior Arias y Tuto Quiroga es falso,Falso
97,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-el-deber-publico-que-juan-pablo-velasco-no-pidio-disculpas-por-el-caso-tuits-en-el,Es falso que El Deber publicó que Juan Pablo Velasco no pidió disculpas por el caso tuits en el debate vicepresidencial,Falso
98,,chequeabolivia.bo,https://chequeabolivia.bo/encuesta-que-da-como-ganador-rodrigo-paz-en-segunda-vuelta-es-falsa,Encuesta que da como ganador a Rodrigo Paz en segunda vuelta es falsa,Falso
99,,chequeabolivia.bo,https://chequeabolivia.bo/unitel-no-publico-encuesta-con-mas-del-49-por-ciento-de-intencion-de-voto-nulo,Unitel no publicó encuesta con más del 49 por ciento de intención de voto nulo,Falso
100,,chequeabolivia.bo,https://chequeabolivia.bo/circula-encuesta-falsa-atribuida-unitel-mostrando-rodrigo-paz-ganador-con-755,Circula encuesta falsa atribuida a Unitel mostrando a Rodrigo Paz ganador con 75.5%,Falso
101,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-jeanine-anez-dijo-que-tuto-quiroga-deberia-estar-en-la-carcel-por-dar-ordenes-las,Es falso que Jeanine Áñez dijo que Tuto Quiroga “debería estar en la cárcel” por dar órdenes a las Fuerzas Armadas,Falso
102,,chequeabolivia.bo,https://chequeabolivia.bo/unitel-no-publico-que-el-tse-concluyo-que-lara-y-el-pdc-hacen-guerra-sucia,Unitel no publicó que el TSE concluyó que Lara y el PDC hacen “guerra sucia”,Falso
103,,chequeabolivia.bo,https://chequeabolivia.bo/index%2Ephp/este-video-de-un-hombre-controlando-el-voto-en-el-area-rural-es-de-2019,Este video de un hombre controlando el voto en el área rural es de 2019,Falso
104,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-una-encuesta-de-unitel-da-como-ganador-rodrigo-paz-en-segunda-vuelta,Es falso que una encuesta de Unitel da como ganador a Rodrigo Paz en segunda vuelta,Falso
105,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-luis-arce-catacora-renuncio-la-presidencia,Es falso que Luis Arce Catacora renunció a la Presidencia,Falso
106,,chequeabolivia.bo,https://chequeabolivia.bo/la-encuesta-de-atlas-electoral-que-posiciona-rodrigo-paz-con-416-en-segunda-vuelta-es-falsa,La encuesta de Atlas Electoral que posiciona a Rodrigo Paz con 41.6% en segunda vuelta es falsa,Falso
107,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-paz-no-puede-ser-candidato-por-haber-nacido-en-espana,Es falso que Paz no puede ser candidato por haber nacido en España,Falso
108,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-el-padron-electoral-tiene-un-error-que-beneficio-paz-y-lara-con-mas-de-1-millon-de,Es falso que el padrón electoral tiene un error que benefició a Paz y Lara con más de 1 millón de votos,Falso
109,,chequeabolivia.bo,https://chequeabolivia.bo/estas-anforas-electorales-encontradas-en-obrajes-no-corresponden-las-elecciones-generales-2025,Estas ánforas electorales encontradas en Obrajes no corresponden a las elecciones generales 2025,Falso
110,,chequeabolivia.bo,https://chequeabolivia.bo/falso-conteo-de-votos-en-facebook-muestra-al-voto-nulo-como-ganador,Falso conteo de votos en Facebook muestra al voto nulo como ganador,Falso
111,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-habra-segunda-vuelta-entre-tuto-quiroga-y-samuel-doria-medina,Es falso que habrá segunda vuelta entre Tuto Quiroga y Samuel Doria Medina,Falso
112,,chequeabolivia.bo,https://chequeabolivia.bo/encuesta-de-boca-de-urna-que-circula-en-whatsapp-y-que-pone-jorge-tuto-quiroga-en-whatsapp-es-falsa,Encuesta de boca de urna que circula en WhatsApp y que pone a Jorge “Tuto” Quiroga en WhatsApp es falsa,Falso
113,,chequeabolivia.bo,https://chequeabolivia.bo/circula-encuesta-en-boca-de-urna-falsa-atribuida-ipsos-ciesmori-con-doria-medina-como-ganador,Circula encuesta en boca de urna falsa atribuida a Ipsos Ciesmori con Doria Medina como ganador,Falso
114,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-el-centro-de-control-electoral-de-la-alianza-unidad-es-financiado-por-marcelo-claure,Es falso que el centro de control electoral de la Alianza Unidad es financiado por Marcelo Claure,Falso
115,,chequeabolivia.bo,https://chequeabolivia.bo/la-encuesta-en-boca-de-urna-que-posiciona-manfred-reyes-villa-como-ganador-es-falsa,La encuesta en boca de urna que posiciona a Manfred Reyes Villa como ganador es falsa,Falso
116,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-juan-pablo-velasco-olvido-su-carnet-de-identidad-y-no-pudo-efectuar-su-voto,Es falso que Juan Pablo Velasco olvidó su carnet de identidad y no pudo efectuar su voto,Falso
117,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-en-espana-se-haya-impuesto-el-voto-nulo-con-el-80-en-las-elecciones-de-bolivia,Es falso que en España se haya impuesto el voto nulo con el 80% en las elecciones de Bolivia,Falso
118,,chequeabolivia.bo,https://chequeabolivia.bo/index%2Ephp/la-encuesta-en-boca-de-urna-que-posiciona-samuel-doria-medina-en-primer-lugar-es-falsa,La encuesta en boca de urna que posiciona a Samuel Doria Medina en primer lugar es falsa,Falso
119,,chequeabolivia.bo,https://chequeabolivia.bo/es-falso-que-la-empresa-smartmatic-este-cargo-de-las-elecciones-presidenciales-en-bolivia-2025,Es falso que la empresa Smartmatic esté a cargo de las elecciones presidenciales en Bolivia 2025,Falso
