id_registro,fecha_publicacion,fuente_verificadora,url_origen,texto_crudo,categoria_original
13,2026-04-15T16:47:24,boliviaverifica.bo,https://boliviaverifica.bo/deepfake-audio-atribuido-a-medrano-sobre-un-financiamiento-a-juan-pablo-velasco-es-falso/,Deepfake: Audio atribuido a Medrano sobre un financiamiento a Juan Pablo Velasco es falso,Falso
14,2026-04-14T20:26:53,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-que-otorga-60-de-intencion-de-voto-a-tito-eguez-para-la-segunda-vuelta-en-el-beni/,Es falsa la encuesta que otorga 60 % de intención de voto a Tito Égüez para la segunda vuelta en el Beni,Falso
15,2026-04-14T19:54:28,boliviaverifica.bo,https://boliviaverifica.bo/no-hay-evidencia-de-que-luis-revilla-haya-sellado-una-alianza-con-santos-quispe/,No hay evidencia de que Luis Revilla haya sellado una alianza con Santos Quispe,Falso
16,2026-04-14T19:43:31,boliviaverifica.bo,https://boliviaverifica.bo/cristobal-colon-no-fue-el-primero-ni-el-unico-en-afirmar-que-la-tierra-es-redonda-ni-quien-lo-demostro/,"Cristóbal Colón no fue el primero ni el único en afirmar que la Tierra es redonda, ni quien lo demostró",Falso
17,2026-04-12T12:40:55,boliviaverifica.bo,https://boliviaverifica.bo/santa-cruz-es-falso-que-el-tribunal-supremo-electoral-haya-inhabilitado-al-candidato-juan-pablo-velasco/,Santa Cruz: Es falso que el Tribunal Supremo Electoral haya inhabilitado al candidato Juan Pablo Velasco,Falso
18,2026-04-11T19:20:21,boliviaverifica.bo,https://boliviaverifica.bo/juan-pablo-velasco-no-elogio-a-evo-morales-como-aseguran-en-un-video-en-tiktok/,Juan Pablo Velasco no elogió a Evo Morales como aseguran en un video en TikTok,Falso
19,2026-04-06T17:35:18,boliviaverifica.bo,https://boliviaverifica.bo/falso-no-existen-encuestas-de-segunda-vuelta-para-la-gobernacion-de-santa-cruz/,Falso: no existen encuestas de segunda vuelta para la Gobernación de Santa Cruz,Falso
20,2026-04-06T15:47:40,boliviaverifica.bo,https://boliviaverifica.bo/no-gente-nueva-no-estaba-haciendo-campana-politica-sino-de-limpieza/,"No, Gente Nueva no estaba haciendo campaña política, sino de limpieza",Falso
21,2026-04-06T04:01:20,boliviaverifica.bo,https://boliviaverifica.bo/la-paz-imagen-de-reaccion-de-yahuasi-por-determinacion-de-ngp-fue-generada-con-ia/,La Paz: imagen de reacción de Yahuasi por determinación de NGP fue generada con IA,Falso
22,2026-04-05T18:01:38,boliviaverifica.bo,https://boliviaverifica.bo/audio-atribuido-a-jp-velasco-con-terminos-racistas-fue-creado-con-inteligencia-artificial/,Audio atribuido a JP Velasco con términos racistas fue creado con inteligencia artificial,Falso
23,2026-04-04T12:26:07,boliviaverifica.bo,https://boliviaverifica.bo/oruro-votacion-digital-para-segunda-vuelta-no-tiene-validez-legal/,Oruro: votación digital para segunda vuelta no tiene validez legal,Falso
24,2026-04-02T09:19:50,boliviaverifica.bo,https://boliviaverifica.bo/circulan-sin-aval-del-tse-encuestas-sobre-la-segunda-vuelta-electoral-en-facebook/,Circulan sin aval del TSE encuestas sobre la segunda vuelta electoral en Facebook,Falso
25,2026-04-01T16:18:42,boliviaverifica.bo,https://boliviaverifica.bo/sondeos-sin-aval-en-tiktok-usan-el-logo-del-tse-para-desinformar/,Sondeos sin aval en TikTok usan el logo del TSE para desinformar,Falso
26,2026-04-01T10:25:35,boliviaverifica.bo,https://boliviaverifica.bo/esta-encuesta-sobre-la-segunda-vuelta-en-la-paz-no-tiene-autorizacion-del-tse/,Esta encuesta sobre la segunda vuelta en La Paz no tiene autorización del TSE,Falso
27,2026-03-30T17:48:03,boliviaverifica.bo,https://boliviaverifica.bo/luis-ayllon-no-dijo-que-se-debia-pagar-a-los-comunarios-para-ganar-la-segunda-vuelta/,Luis Ayllón no dijo que se debía pagar a los comunarios para ganar la segunda vuelta.,Falso
28,2026-03-28T13:48:46,boliviaverifica.bo,https://boliviaverifica.bo/el-excandidato-del-movimiento-tercer-sistema-mts-pretende-acercarse-a-los-candidatos-que-obtuvieron-mas-votos-y-que-se-habilitaron-para-la-segunda-vuelta-desde-las-cuentas-en-facebook-chasqui-tv/,Segunda vuelta: Patzi no indicó que pretende inhabilitar a Revilla,Falso
29,2026-03-26T13:45:21,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-el-memorandum-que-habla-de-controles-para-evitar-la-fuga-de-leonardo-loza/,Es falso el memorándum que habla de controles para evitar la fuga de Leonardo Loza,Falso
30,2026-03-25T15:21:34,boliviaverifica.bo,https://boliviaverifica.bo/imagen-falsa-difunde-una-declaracion-inexistente-de-leonardo-loza-sobre-edmand-lara/,Imagen falsa difunde una declaración inexistente de Leonardo Loza sobre Edmand Lara,Falso
31,2026-03-24T19:12:05,boliviaverifica.bo,https://boliviaverifica.bo/santa-cruz-el-candidato-juan-carlos-subirana-no-dijo-que-voto-por-orlando-pena/,Santa Cruz: El candidato Juan Carlos Subirana no dijo que votó por Orlando Peña,Falso
32,2026-03-23T22:15:19,boliviaverifica.bo,https://boliviaverifica.bo/tarija-johnny-torres-no-anuncio-su-renuncia-a-la-carrera-electoral/,Tarija: Johnny Torres no anunció su renuncia a la carrera electoral,Falso
33,2026-03-23T21:58:52,boliviaverifica.bo,https://boliviaverifica.bo/carece-de-validez-la-encuesta-sobre-la-alcaldia-de-oruro-difundida-por-la-cuenta-tu-voto-oruro/,Carece de validez la encuesta sobre la Alcaldía de Oruro difundida por la cuenta Tu Voto Oruro,Falso
34,2026-03-23T19:13:25,boliviaverifica.bo,https://boliviaverifica.bo/falso-resultados-de-boca-de-urna-en-la-paz-carecen-de-validez-y-sustento-tecnico/,Falso: resultados de “boca de urna” en La Paz carecen de validez y sustento técnico,Falso
35,2026-03-23T18:32:41,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-el-vicepresidente-pidiera-cuidar-el-voto-en-el-exterior/,Es falso que el vicepresidente pidiera cuidar el voto en el exterior,Falso
36,2026-03-23T18:32:02,boliviaverifica.bo,https://boliviaverifica.bo/esta-boca-de-urna-de-candidatos-a-la-gobernacion-del-beni-no-es-valida/,Esta boca de urna de candidatos a la gobernación del Beni no es válida,Falso
37,2026-03-23T17:28:33,boliviaverifica.bo,https://boliviaverifica.bo/la-paz-es-falso-que-el-candidato-jhonny-plata-haya-sido-inhabilitacion-para-las-elecciones-subnacionales/,La Paz: Es falso que el candidato Jhonny Plata haya sido inhabilitación para las elecciones subnacionales,Falso
38,2026-03-22T19:17:49,boliviaverifica.bo,https://boliviaverifica.bo/resultados-de-boca-de-urna-que-favorecen-a-albarracin-no-tienen-aval-del-oep/,Resultados de boca de urna que favorecen a Albarracín no tienen aval del OEP,Falso
39,2026-03-22T19:07:19,boliviaverifica.bo,https://boliviaverifica.bo/el-tse-no-autorizo-la-realizacion-de-estudios-ni-publicacion-de-resultados-a-boca-de-urna/,EL TSE no autorizó la realización de estudios ni publicación de resultados a boca de urna,Falso
40,2026-03-22T18:00:16,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-existan-resultados-de-boca-de-urna-para-la-alcaldia-de-la-paz/,Es falso que existan resultados de “boca de urna” para la Alcaldía de La Paz,Falso
41,2026-03-22T17:20:53,boliviaverifica.bo,https://boliviaverifica.bo/unitel-no-publico-estos-resultados-en-boca-de-urna-sobre-candidatos-a-la-gobernacion-de-oruro/,Unitel no publicó estos resultados en boca de urna sobre candidatos a la Gobernación de Oruro,Falso
42,2026-03-22T16:49:37,boliviaverifica.bo,https://boliviaverifica.bo/el-alto-es-falso-que-el-candidato-david-vargas-volvio-a-ser-habilitado/,El Alto: Es falso que el candidato David Vargas volvió a ser habilitado,Falso
43,2026-03-22T16:28:36,boliviaverifica.bo,https://boliviaverifica.bo/imagenes-creadas-con-ia-muestran-falsas-alianzas-de-candidatos-con-eva-copa/,Imagenes creadas con IA muestran falsas alianzas de candidatos con Eva Copa,Falso
44,2026-03-22T16:17:40,boliviaverifica.bo,https://boliviaverifica.bo/tarija-votar-en-casilla-sin-fotografia-en-papeleta-departamental-no-anula-el-voto/,Tarija: votar en casilla sin fotografía en papeleta departamental no anula el voto,Falso
45,2026-03-22T16:08:53,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-el-video-de-sogliano-maltratando-a-un-perro-fue-generado-con-ia/,Es falso el video de Sogliano maltratando a un perro; fue generado con IA,Falso
46,2026-03-22T14:12:56,boliviaverifica.bo,https://boliviaverifica.bo/falso-difunden-frases-inexistentes-de-rodrigo-paz-sobre-luis-revilla/,Falso: Difunden frases inexistentes de Rodrigo Paz sobre Luis Revilla,Falso
47,2026-03-22T13:37:11,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-leonardo-loza-haya-sido-inhabilitado-por-violar-el-silencio-electoral/,Es falso que Leonardo Loza haya sido inhabilitado por violar el silencio electoral,Falso
48,2026-03-22T12:58:41,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-el-ted-haya-inhabilitado-a-jp-velasco-como-afirma-un-video-en-tiktok/,Es falso que el TED haya inhabilitado a JP Velasco como afirma un video en TikTok,Falso
49,2026-03-21T13:17:40,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-sobre-la-gobernacion-de-santa-cruz-atribuida-a-unitel/,Es falsa la encuesta sobre la Gobernación de Santa Cruz atribuida a Unitel,Falso
50,2026-03-20T18:07:11,boliviaverifica.bo,https://boliviaverifica.bo/un-comunicado-falso-atribuido-al-tse-circula-por-whatsapp-y-anuncia-la-inhabilitacion-de-tres-candidatos-en-la-paz/,Un comunicado falso atribuido al TSE circula por WhatsApp y anuncia la inhabilitación de tres candidatos en La Paz,Falso
51,2026-03-19T16:36:39,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-dos-vocales-del-ted-oruro-hayan-sido-destituidos-como-afirma-una-publicacion-atribuida-al-diario-la-patria/,"Es falso que dos vocales del TED Oruro hayan sido destituidos, como afirma una publicación atribuida al diario La Patria",Falso
52,2026-03-19T14:32:35,boliviaverifica.bo,https://boliviaverifica.bo/oruro-es-falso-que-la-alianza-jacha-sol-haya-sido-anulada/,Oruro: es falso que la alianza Jach’a-SOL haya sido anulada,Falso
53,2026-03-18T23:23:35,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-maria-galindo-se-reunio-con-garcia-linera-para-atacar-a-waldo-albarracin/,Es falso que María Galindo se reunió con García Linera para atacar a Waldo Albarracín,Falso
54,2026-03-18T19:39:31,boliviaverifica.bo,https://boliviaverifica.bo/usan-el-logo-de-unitel-para-difundir-una-declaracion-falsa-de-rodrigo-paz-sobre-luis-revilla/,Usan el logo de Unitel para difundir una declaración falsa de Rodrigo Paz sobre Luis Revilla,Falso
55,2026-03-18T19:36:31,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-electoral-difundida-en-redes-sobre-la-gobernacion-de-la-paz-no-presenta-ficha-tecnica/,Encuesta electoral difundida en redes sobre la Gobernación de La Paz no presenta ficha técnica,Falso
56,2026-03-18T18:51:12,boliviaverifica.bo,https://boliviaverifica.bo/luis-fernando-camacho-no-dijo-que-el-pueblo-cruceno-le-debe-tres-anos-de-gestion/,Luis Fernando Camacho no dijo que el pueblo cruceño le debe tres años de gestión,Falso
57,2026-03-18T12:28:27,boliviaverifica.bo,https://boliviaverifica.bo/carece-de-validez-el-sondeo-final-para-la-alcaldia-de-la-paz-difundido-en-facebook-con-logo-de-las-elecciones-subnacionales-2026/,Carece de validez el “sondeo final” para la Alcaldía de La Paz difundido en Facebook con logo de las elecciones subnacionales 2026,Falso
58,2026-03-17T14:45:53,boliviaverifica.bo,https://boliviaverifica.bo/imagen-viral-atribuye-a-urgente-bo-una-afirmacion-falsa-sobre-luis-revilla/,Imagen viral atribuye a Urgente.bo una afirmación falsa sobre Luis Revilla,Falso
59,2026-03-17T11:34:10,boliviaverifica.bo,https://boliviaverifica.bo/imagenes-de-andres-gomez-y-samuel-doria-medina-son-falsas/,Imágenes de Andrés Gómez y Samuel Doria Medina son falsas,Falso
60,2026-03-17T11:05:03,boliviaverifica.bo,https://boliviaverifica.bo/se-difunde-una-encuesta-falsa-y-sin-respaldo-para-santa-cruz-en-una-cuenta-de-facebook/,Se difunde una encuesta falsa y sin respaldo para Santa Cruz en una cuenta de Facebook,Falso
61,2026-03-16T13:56:39,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-publicacion-que-perfila-a-jhonny-plata-como-ganador-del-debate-y-que-utiliza-logos-de-unitel/,Es falsa la publicación que perfila a Jhonny Plata como ganador del debate y que utiliza logos de Unitel,Falso
62,2026-03-16T12:26:35,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-jhonny-plata-participe-por-primera-vez-en-una-contienda-electoral-municipal/,Es falso que Jhonny Plata participe por primera vez en una contienda electoral municipal,Falso
63,2026-03-14T13:51:01,boliviaverifica.bo,https://boliviaverifica.bo/mario-cossio-no-esta-habilitado-para-postular-a-la-gobernacion-de-tarija/,Mario Cossío no está habilitado para postular a la Gobernación de Tarija,Falso
64,2026-03-13T12:46:18,boliviaverifica.bo,https://boliviaverifica.bo/video-viral-usa-fragmentos-de-un-noticiero-de-unitel-para-difundir-informacion-falsa-sobre-vinculos-entre-mamen-saavedra-y-marset/,Video viral usa fragmentos de un noticiero de Unitel para difundir información falsa sobre vínculos entre Mamén Saavedra y Marset,Falso
65,2026-03-12T11:42:54,boliviaverifica.bo,https://boliviaverifica.bo/imagen-usa-el-logo-de-unitel-para-atribuir-una-frase-falsa-a-luis-revilla/,Imagen usa el logo de Unitel para atribuir una frase falsa a Luis Revilla,Falso
66,2026-03-10T19:29:51,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-video-afirma-que-mamen-saavedra-declino-asistir-al-debate-convocado-por-el-tribunal-electoral/,Es falso: video afirma que “Mamén” Saavedra declinó asistir al debate convocado por el Tribunal Electoral,Falso
67,2026-03-10T17:14:02,boliviaverifica.bo,https://boliviaverifica.bo/luciana-campero-no-anuncio-su-renuncia-a-su-candidatura-a-la-alcaldia-de-tarija/,Luciana Campero no anunció su renuncia a su candidatura a la Alcaldía de Tarija,Falso
68,2026-03-09T22:37:41,boliviaverifica.bo,https://boliviaverifica.bo/difunden-una-encuesta-falsa-atribuida-a-unitel-sobre-la-alcaldia-de-la-paz/,Difunden una encuesta falsa atribuida a Unitel sobre la Alcaldía de La Paz,Falso
69,2026-03-09T20:05:06,boliviaverifica.bo,https://boliviaverifica.bo/imagen-manipulada-atribuye-a-luis-revilla-una-declaracion-falsa-sobre-el-50-50/,Imagen manipulada atribuye a Luis Revilla una declaración falsa sobre el 50/50,Falso
70,2026-03-09T18:56:47,boliviaverifica.bo,https://boliviaverifica.bo/usan-el-logo-de-bolivia-verifica-elecciones-para-difundir-una-encuesta-falsa-que-no-tiene-aval-del-oep/,Usan el logo de Bolivia Verifica Elecciones para difundir una encuesta falsa que no tiene aval del OEP,Falso
71,2026-03-08T08:10:24,boliviaverifica.bo,https://boliviaverifica.bo/unitel-no-presento-nuevos-datos-de-encuestas-en-el-eje-central/,Unitel no presentó nuevos datos de encuestas en el eje central,Falso
72,2026-03-04T17:01:24,boliviaverifica.bo,https://boliviaverifica.bo/unitel-no-publico-esta-encuesta-de-intencion-de-voto-para-gobernador-de-beni/,Unitel no publicó esta encuesta de intención de voto para gobernador de Beni,Falso
73,2026-02-27T17:20:59,boliviaverifica.bo,https://boliviaverifica.bo/es-falso-que-unitel-haya-difundido-una-encuesta-electoral-para-la-alcaldia-de-sucre/,Es falso que Unitel haya difundido una encuesta electoral para la Alcaldía de Sucre,Falso
74,2026-02-27T17:00:21,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-para-la-alcaldia-de-oruro-que-circula-en-redes-sociales-con-el-logo-de-unitel/,Es falsa la encuesta para la Alcaldía de Oruro que circula en redes sociales con el logo de UNITEL,Falso
75,2026-02-27T13:55:59,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-publicacion-que-atribuye-a-rodrigo-paz-un-condicionamiento-de-votos-para-luis-revilla/,Es falsa la publicación que atribuye a Rodrigo Paz un condicionamiento de votos para Luis Revilla,Falso
76,2026-02-27T10:11:31,boliviaverifica.bo,https://boliviaverifica.bo/desinformacion-en-redes-encuesta-electoral-en-unitel-cumplio-con-requisitos-tecnicos/,Desinformación en redes: encuesta electoral en Unitel cumplió con requisitos técnicos,Falso
77,2026-02-25T17:21:22,boliviaverifica.bo,https://boliviaverifica.bo/esta-encuesta-de-intencion-de-voto-para-la-gobernacion-de-tarija-es-falsa/,Esta encuesta de intención de voto para la Gobernación de Tarija es falsa,Falso
78,2026-02-24T11:45:42,boliviaverifica.bo,https://boliviaverifica.bo/falso-usan-un-video-del-explainer-para-difundir-acusaciones-personales-contra-mamen-saavedra/,Falso: Usan un video del Explainer para difundir acusaciones personales contra Mamen Saavedra,Falso
79,2026-02-23T16:33:44,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-para-gobernacion-de-la-paz-atribuida-a-red-uno-es-falsa/,Encuesta para Gobernación de La Paz atribuida a Red Uno es falsa,Falso
80,2026-02-23T11:41:27,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-encuesta-que-muestra-a-merlo-y-yahuasi-liderando-intencion-de-voto-en-la-paz/,Es falsa encuesta que muestra a Merlo y Yahuasi liderando intención de voto en La Paz,Falso
81,2026-02-22T15:07:01,boliviaverifica.bo,https://boliviaverifica.bo/fotografia-de-jhonny-fernandez-y-mamen-saavedra-fue-creada-con-la-ia-de-google/,Fotografía de Jhonny Fernández y Mamen Saavedra fue creada con la IA de Google,Falso
82,2026-02-21T17:24:51,boliviaverifica.bo,https://boliviaverifica.bo/tse-no-autorizo-aun-realizar-estudios-de-opinion-en-tarija-esta-encuesta-es-invalida/,TSE no autorizó aún realizar estudios de opinión en Tarija; esta encuesta es inválida,Falso
83,2026-02-21T09:56:48,boliviaverifica.bo,https://boliviaverifica.bo/sucre-cristian-sanabria-no-dijo-que-cerrara-el-albergue-para-mascotas-puka-puka-si-llega-a-la-alcaldia/,Sucre: Cristian Sanabria no dijo que cerrará el albergue para mascotas Puka Puka si llega a la alcaldía,Falso
84,2026-02-20T18:41:12,boliviaverifica.bo,https://boliviaverifica.bo/santa-cruz-alfredo-solares-no-propuso-nuevas-rutas-para-que-micros-lleguen-a-zonas-exclusivas/,Santa Cruz: Alfredo Solares no propuso nuevas rutas para que micros lleguen a zonas exclusivas,Falso
85,2026-02-20T15:09:06,boliviaverifica.bo,https://boliviaverifica.bo/audio-atribuido-a-javier-bellott-en-tiktok-no-es-real-fue-creado-con-ia/,"Audio atribuido a Javier Bellott en TikTok no es real, fue creado con IA",Falso
86,2026-02-20T12:22:49,boliviaverifica.bo,https://boliviaverifica.bo/chuquisaca-es-falso-que-exista-un-distanciamiento-entre-los-candidatos-ayllon-y-tardio/,Chuquisaca: Es falso que exista un distanciamiento entre los candidatos Ayllón y Tardío,Falso
87,2026-02-19T17:45:29,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-que-circula-en-redes-para-la-alcaldia-de-santa-cruz-es-falsa/,Encuesta que circula en redes para la Alcaldía de Santa Cruz es falsa,Falso
88,2026-02-17T14:50:52,boliviaverifica.bo,https://boliviaverifica.bo/atb-no-publico-este-contenido-ni-guarda-relacion-con-su-linea-informativa/,ATB no publicó este contenido ni guarda relación con su línea informativa,Falso
89,2026-02-17T14:47:55,boliviaverifica.bo,https://boliviaverifica.bo/el-oep-no-realizo-ni-difundio-esta-encuesta-de-intencion-de-voto-para-la-alcaldia-de-sucre/,El OEP no realizó ni difundió esta encuesta de intención de voto para la Alcaldía de Sucre,Falso
90,2026-02-16T13:55:36,boliviaverifica.bo,https://boliviaverifica.bo/usan-ia-para-clonar-la-voz-de-pepe-pomacusi-y-atribuirle-ataques-contra-mamen-saavedra/,Usan IA para clonar la voz de Pepe Pomacusi y atribuirle ataques contra Mamen Saavedra,Falso
91,2026-02-16T13:03:14,boliviaverifica.bo,https://boliviaverifica.bo/elecciones-subnacionales-2026-el-tribunal-supremo-electoral-no-inhabilito-a-juan-pablo-velasco/,Elecciones Subnacionales 2026: el Tribunal Supremo Electoral no inhabilitó a Juan Pablo Velasco,Falso
92,2026-02-15T17:58:34,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-que-posiciona-a-riony-villarroel-para-la-alcaldia-de-sacaba/,Es falsa la encuesta que posiciona a Riony Villarroel para la Alcaldía de Sacaba,Falso
93,2026-02-10T17:36:51,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-de-databol-sobre-la-gobernacion-de-santa-cruz-circula-sin-respaldo-oficial-ni-ficha-tecnica/,Encuesta de “Databol” sobre la Gobernación de Santa Cruz circula sin respaldo oficial ni ficha técnica,Falso
94,2026-02-09T17:59:15,boliviaverifica.bo,https://boliviaverifica.bo/falso-circula-encuesta-inexistente-sobre-la-intencion-de-voto-en-la-ciudad-la-paz/,Falso: Circula encuesta inexistente sobre la intención de voto en la ciudad La Paz,Falso
95,2026-02-09T13:34:33,boliviaverifica.bo,https://boliviaverifica.bo/video-generado-con-ia-usa-la-imagen-de-brissa-pabon-para-difundir-informacion-falsa/,Video generado con IA usa la imagen de Brissa Pabón para difundir información falsa,Falso
96,2026-02-09T13:30:40,boliviaverifica.bo,https://boliviaverifica.bo/gobernacion-de-la-paz-unitel-no-publico-una-encuesta-que-situa-a-revilla-y-patzi-lideres-en-intencion-de-voto/,Gobernación de La Paz: Unitel no publicó una encuesta que sitúa a Revilla y Patzi líderes en intención de voto,Falso
97,2026-02-06T17:52:51,boliviaverifica.bo,https://boliviaverifica.bo/encuesta-que-muestra-a-mamen-y-solares-liderando-intencion-de-voto-en-santa-cruz-es-falsa/,Encuesta que muestra a Mamen y Solares liderando intención de voto en Santa Cruz es falsa,Falso
98,2026-02-06T15:32:46,boliviaverifica.bo,https://boliviaverifica.bo/red-uno-y-captura-consulting-no-publicaron-ninguna-encuesta-de-intencion-de-voto-para-la-gobernacion-de-santa-cruz-2/,Red Uno y Captura Consulting no publicaron ninguna encuesta de intención de voto para la Gobernación de Santa Cruz,Falso
99,2026-02-06T12:24:45,boliviaverifica.bo,https://boliviaverifica.bo/red-uno-y-captura-consulting-no-publicaron-ninguna-encuesta-de-intencion-de-voto-para-la-gobernacion-de-santa-cruz/,Red Uno y Captura Consulting no publicaron ninguna encuesta de intención de voto para la Gobernación de Santa Cruz,Falso
100,2026-02-05T22:25:37,boliviaverifica.bo,https://boliviaverifica.bo/no-existen-encuestas-oficiales-este-titular-no-le-pertenece-a-el-deber/,No existen encuestas oficiales; este titular no le pertenece a El Deber,Falso
101,2026-02-05T17:47:14,boliviaverifica.bo,https://boliviaverifica.bo/circula-encuesta-falsa-de-la-alcaldia-de-el-alto-no-tiene-ficha-tecnica-ni-aval-del-tse/,"Circula encuesta falsa de la Alcaldía de El Alto, no tiene ficha técnica ni aval del TSE",Falso
102,2026-02-05T12:02:43,boliviaverifica.bo,https://boliviaverifica.bo/usan-ia-para-fabricar-un-video-de-la-candidata-fatima-tardio-con-declaraciones-falsas-sobre-la-usfx/,Usan IA para fabricar un video de la candidata Fátima Tardío con declaraciones falsas sobre la USFX,Falso
103,2026-02-03T12:24:57,boliviaverifica.bo,https://boliviaverifica.bo/cochabamba-encuesta-a-nombre-del-centro-de-proyeccion-de-datos-no-tiene-aval-tecnico/,Cochabamba: encuesta a nombre del Centro de Proyección de Datos no tiene aval técnico,Falso
104,2026-02-02T19:12:01,boliviaverifica.bo,https://boliviaverifica.bo/foto-de-evo-morales-que-se-comparte-como-si-hubiera-reaparecido-es-de-2024/,Foto de Evo Morales que se comparte como si hubiera reaparecido es de 2024,Falso
105,2026-02-02T19:06:25,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-de-intencion-de-voto-atribuida-a-datum-internacional-para-la-alcaldia-de-la-paz/,Es falsa la encuesta de intención de voto atribuida a Datum Internacional para la Alcaldía de La Paz,Falso
106,2026-02-02T18:17:09,boliviaverifica.bo,https://boliviaverifica.bo/es-falsa-la-encuesta-sobre-intencion-de-voto-atribuida-a-el-deber-para-la-gobernacion-de-santa-cruz/,Es falsa la encuesta sobre intención de voto atribuida a El Deber para la Gobernación de Santa Cruz,Falso
107,2026-02-01T17:23:08,boliviaverifica.bo,https://boliviaverifica.bo/cochabamba-uif-no-vinculo-al-candidato-javier-bellott-en-la-lista-de-empresarios-ligados-al-banco-fassil/,Cochabamba: UIF no vinculó al candidato Javier Bellott en la lista de empresarios ligados al Banco Fassil,Falso
